# Russian irregular verbs — mined from OpenCorpora gold (kaikki
# fills gaps). Non-reflexive base lemmas; reflexives and prefixed
# derivatives match by suffix unless the base is exact (col 4).
# Regenerate: python3 scripts/rus/mine_verbs.py
# lemma	nonpast(6)	past(4:masc,fem,neut,pl)	imp(2:sg,pl)	exact
разгрести	разгребу,разгребёшь,разгребёт,разгребём,разгребёте,разгребут	разгрёб,разгребла,разгребло,разгребли	разгреби,разгребите	-
раздать	раздам,раздашь,раздаст,раздадим,раздадите,раздадут	роздал,раздала,роздало,роздали	-	-
раздевать	раздеваю,раздеваешь,раздевает,раздеваем,раздеваете,раздевают	-	раздевай,раздевайте	-
раздеть	раздену,разденешь,разденет,разденем,разденете,разденут	-	раздень,разденьте	-
разевать	разеваю,разеваешь,разевает,разеваем,разеваете,разевают	-	разевай,разевайте	-
разжалобить	-	-	разжалобь,разжалобьте	-
разжать	разожму,разожмёшь,разожмёт,разожмём,разожмёте,разожмут	-	разожми,разожмите	1
разжевать	разжую,разжуёшь,разжуёт,разжуём,разжуёте,разжуют	-	-	-
разжечь	разожгу,разожжёшь,разожжёт,разожжём,разожжёте,разожгут	разжёг,разожгла,разожгло,разожгли	разожги,разожгите	-
разжить	разживу,разживёшь,разживёт,разживём,разживёте,разживут	-	разживи,разживите	-
раззевать	раззеваю,раззеваешь,раззевает,раззеваем,раззеваете,раззевают	-	раззевай,раззевайте	-
раззявить	-	-	раззявь,раззявьте	-
разинуть	-	-	разинь,разиньте	-
разладить	-	-	разладь,разладьте	-
разлезть	разлезу,разлезешь,разлезет,разлезем,разлезете,разлезут	разлез,разлезла,разлезло,разлезли	разлезь,разлезьте	-
разлечь	разлягу,разляжешь,разляжет,разляжем,разляжете,разлягут	разлёг,разлегла,разлегло,разлегли	разляг,разлягте	-
разлимонить	-	-	разлимонь,разлимоньте	-
разлипнуть	-	разлип,разлипла,разлипло,разлипли	-	-
разлить	разолью,разольёшь,разольёт,разольём,разольёте,разольют	-	разлей,разлейте	-
размазать	размажу,размажешь,размажет,размажем,размажете,размажут	-	размажь,размажьте	-
размахнуть	размахну,размахнёшь,размахнёт,размахнём,размахнёте,размахнут	-	-	-
размерить	-	-	размерь,размерьте	-
размести	размету,разметёшь,разметёт,разметём,разметёте,разметут	размёл,размела,размело,размели	размети,разметите	-
разметать	размечу,размечешь,размечет,размечем,размечете,размечут	-	размечи,размечите	-
разминуть	размину,разминёшь,разминёт,разминём,разминёте,разминут	-	-	-
размокнуть	-	размок,размокла,размокло,размокли	-	-
размокропогодить	-	-	размокропогодь,размокропогодьте	-
размундирить	-	-	размундирь,размундирьте	-
размучить	размучаю,размучаешь,размучает,размучаем,размучите,размучают	-	размучай,размучайте	-
размякнуть	-	размяк,размякла,размякло,размякли	-	-
размять	разомну,разомнёшь,разомнёт,разомнём,разомнёте,разомнут	-	разомни,разомните	-
разнедужить	-	-	разнедужь,разнедужьте	-
разнежить	-	-	разнежь,разнежьте	-
разнести	разнесу,разнесёшь,разнесёт,разнесём,разнесёте,разнесут	разнёс,разнесла,разнесло,разнесли	разнеси,разнесите	-
разногласить	-	-	разногласи,разногласьте	-
разнообразить	-	-	разнообразь,разнообразьте	-
разноречить	-	-	разноречь,разноречьте	-
разнять	разниму,разнимешь,разнимет,разнимем,разнимете,разнимут	-	разними,разнимите	-
разобрать	разберу,разберёшь,разберёт,разберём,разберёте,разберут	-	разбери,разберите	-
разогнать	разгоню,разгонишь,разгонит,разгоним,разгоните,разгонят	-	разгони,разгоните	-
разогнуть	разогну,разогнёшь,разогнёт,разогнём,разогнёте,разогнут	-	-	-
разодеть	разодену,разоденешь,разоденет,разоденем,разоденете,разоденут	-	разодень,разоденьте	-
разодрать	раздеру,раздерёшь,раздерёт,раздерём,раздерёте,раздерут	-	раздери,раздерите	-
разойти	разойду,разойдёшь,разойдёт,разойдём,разойдёте,разойдут	разошёл,разошла,разошло,разошли	разойди,разойдите	-
разомкнуть	разомкну,разомкнёшь,разомкнёт,разомкнём,разомкнёте,разомкнут	-	-	-
разомлевать	разомлеваю,разомлеваешь,разомлевает,разомлеваем,разомлеваете,разомлевают	-	разомлевай,разомлевайте	-
разопревать	разопреваю,разопреваешь,разопревает,разопреваем,разопреваете,разопревают	-	разопревай,разопревайте	-
разорать	разору,разорёшь,разорёт,разорём,разорёте,разорут	-	разори,разорите	-
разостлать	расстелю,расстелешь,расстелет,расстелем,расстелете,расстелют	-	расстели,расстелите	1
разохотить	-	-	разохоть,разохотьте	-
разрезать	разрежу,разрежешь,разрежет,разрежем,разрежете,разрежут	-	разрежь,разрежьте	-
разрешетить	-	-	разрешеть,разрешетьте	-
разрушить	-	-	разрушь,разрушьте	-
разъесть	разъем,разъешь,разъест,разъедим,разъедите,разъедят	разъел,разъела,разъело,разъели	разъешь,разъешьте	-
разъехать	разъеду,разъедешь,разъедет,разъедем,разъедете,разъедут	-	разъедь,разъедьте	-
разыскать	разыщу,разыщешь,разыщет,разыщем,разыщете,разыщут	-	разыщи,разыщите	-
ранить	-	-	рань,раньте	1
расклинить	-	-	расклинь,расклиньте	-
расклёшить	-	-	расклёшь,расклёшьте	-
расковать	раскую,раскуёшь,раскуёт,раскуём,раскуёте,раскуют	-	-	-
раскошелить	-	-	раскошель,раскошельте	-
раскулачить	-	-	раскулачь,раскулачьте	-
раскупорить	-	-	раскупорь,раскупорьте	-
распарить	-	-	распарь,распарьте	-
распатронить	-	-	распатронь,распатроньте	-
распахнуть	распахну,распахнёшь,распахнёт,распахнём,распахнёте,распахнут	-	-	-
распереть	разопру,разопрёшь,разопрёт,разопрём,разопрёте,разопрут	распёр,распёрла,распёрло,распёрли	разопри,разоприте	-
распеть	распою,распоёшь,распоёт,распоём,распоёте,распоют	-	распой,распойте	-
распить	разопью,разопьёшь,разопьёт,разопьём,разопьёте,разопьют	-	распей,распейте	-
расплакать	расплачу,расплачешь,расплачет,расплачем,расплачете,расплачут	-	расплачь,расплачьте	-
располовинить	-	-	располовинь,располовиньте	-
распоясать	распояшу,распояшешь,распояшет,распояшем,распояшете,распояшут	-	распояшь,распояшьте	-
распухнуть	-	распух,распухла,распухло,распухли	-	-
распучить	-	-	распучь,распучьте	-
распять	распну,распнёшь,распнёт,распнём,распнёте,распнут	-	распни,распните	-
рассвести	рассвесю,рассвесешь,рассветёт,рассвесем,рассвесете,рассвесют	рассвесл,рассвесла,рассвело,рассвесли	-	-
рассевать	рассеваю,рассеваешь,рассевает,рассеваем,рассеваете,рассевают	-	рассевай,рассевайте	-
рассекретить	-	-	рассекреть,рассекретьте	-
рассиропить	-	-	рассиропь,рассиропьте	-
расслабевать	расслабеваю,расслабеваешь,расслабевает,расслабеваем,расслабеваете,расслабевают	-	расслабевай,расслабевайте	-
расслабнуть	-	расслаб,расслабла,расслабло,расслабли	-	-
рассмотреть	рассмотрю,рассмотришь,рассмотрит,рассмотрим,рассмотрите,рассмотрят	-	рассмотри,рассмотрите	-
рассовать	рассую,рассуёшь,рассуёт,рассуём,рассуёте,рассуют	-	-	-
рассредоточить	-	-	рассредоточь,рассредоточьте	-
рассрочить	-	-	рассрочь,рассрочьте	-
расстать	расстану,расстанешь,расстанет,расстанем,расстанете,расстанут	-	расстань,расстаньте	-
расстегнуть	расстегну,расстегнёшь,расстегнёт,расстегнём,расстегнёте,расстегнут	-	-	-
растереть	разотру,разотрёшь,разотрёт,разотрём,разотрёте,разотрут	растёр,растёрла,растёрло,растёрли	разотри,разотрите	-
расти	расту,растёшь,растёт,растём,растёте,растут	рос,росла,росло,росли	расти,растите	-
растлевать	растлеваю,растлеваешь,растлевает,растлеваем,растлеваете,растлевают	-	растлевай,растлевайте	-
расторгнуть	-	расторг,расторгла,расторгло,расторгли	-	-
растрепать	растреплю,растреплешь,растреплет,растреплем,растреплете,растреплют	-	растрепли,растреплите	-
расхитить	расхищу,расхитишь,расхитит,расхитим,расхитите,расхитят	-	расхить,расхитьте	-
расцвести	расцвету,расцветёшь,расцветёт,расцветём,расцветёте,расцветут	расцвёл,расцвела,расцвело,расцвели	расцвети,расцветите	-
расчеркнуть	расчеркну,расчеркнёшь,расчеркнёт,расчеркнём,расчеркнёте,расчеркнут	-	-	-
расчесть	разочту,разочтёшь,разочтёт,разочтём,разочтёте,разочтут	расчёл,разочла,разочло,разочли	разочти,разочтите	-
расшвырнуть	расшвырну,расшвырнёшь,расшвырнёт,расшвырнём,расшвырнёте,расшвырнут	-	-	-
расшить	разошью,разошьёшь,разошьёт,разошьём,разошьёте,разошьют	-	расшей,расшейте	-
рвануть	рвану,рванёшь,рванёт,рванём,рванёте,рванут	-	-	-
рвать	рву,рвёшь,рвёт,рвём,рвёте,рвут	-	рви,рвите	-
ребячить	-	-	ребячь,ребячьте	-
реветь	реву,ревёшь,ревёт,ревём,ревёте,ревут	-	реви,ревите	-
реготать	регочу,регочешь,регочет,регочем,регочете,регочут	-	регочи,регочите	-
резануть	резану,резанёшь,резанёт,резанём,резанёте,резанут	-	-	-
резать	режу,режешь,режет,режем,режете,режут	-	режь,режьте	1
резнуть	резну,резнёшь,резнёт,резнём,резнёте,резнут	-	-	-
ремизить	-	-	ремизь,ремизьте	-
рехнуть	рехну,рехнёшь,рехнёт,рехнём,рехнёте,рехнут	-	-	-
реять	рею,реешь,реет,реем,реете,реют	-	рей,рейте	-
ржавить	-	-	ржавь,ржавьте	-
ржать	ржу,ржёшь,ржёт,ржём,ржёте,ржут	-	ржи,ржите	1
рикошетить	-	-	рикошеть,рикошетьте	-
ринуть	-	-	ринь,риньте	-
рискнуть	рискну,рискнёшь,рискнёт,рискнём,рискнёте,рискнут	-	-	-
рокотать	рокочу,рокочешь,рокочет,рокочем,рокочете,рокочут	-	рокочи,рокочите	-
роптать	ропщу,ропщешь,ропщет,ропщем,ропщете,ропщут	-	ропщи,ропщите	-
ртутить	-	-	ртуть,ртутьте	-
рубануть	рубану,рубанёшь,рубанёт,рубанём,рубанёте,рубанут	-	-	-
рубнуть	рубну,рубнёшь,рубнёт,рубнём,рубнёте,рубнут	-	-	-
ругнуть	ругну,ругнёшь,ругнёт,ругнём,ругнёте,ругнут	-	-	-
рукоплескать	рукоплещу,рукоплещешь,рукоплещет,рукоплещем,рукоплещете,рукоплещут	-	рукоплещи,рукоплещите	-
румянить	-	-	румянь,румяньте	-
рушить	-	-	рушь,рушьте	1
рыбалить	-	-	рыбаль,рыбальте	-
рыбачить	-	-	рыбачь,рыбачьте	-
рыгнуть	рыгну,рыгнёшь,рыгнёт,рыгнём,рыгнёте,рыгнут	-	-	1
рыкнуть	рыкну,рыкнёшь,рыкнёт,рыкнём,рыкнёте,рыкнут	-	-	-
рысить	рысю,рысишь,рысит,рысим,рысите,рысят	-	-	1
рыть	рою,роешь,роет,роем,роете,роют	-	рой,ройте	-
рычать	рычу,рычишь,рычит,рычим,рычите,рычат	-	рычи,рычите	-
рюмить	-	-	рюмь,рюмьте	-
садануть	садану,саданёшь,саданёт,саданём,саданёте,саданут	-	-	-
салить	-	-	саль,сальте	1
сандалить	-	-	сандаль,сандальте	-
сахарить	-	-	сахарь,сахарьте	1
сачить	-	-	сачь,сачьте	-
сбавить	-	-	сбавь,сбавьте	-
сбить	собью,собьёшь,собьёт,собьём,собьёте,собьют	-	сбей,сбейте	-
сболтнуть	сболтну,сболтнёшь,сболтнёт,сболтнём,сболтнёте,сболтнут	-	-	-
сбондить	сбондю,сбондишь,сбондит,сбондим,сбондите,сбондят	-	-	-
сбрендить	-	-	сбрендь,сбрендьте	-
сбрести	сбреду,сбредёшь,сбредёт,сбредём,сбредёте,сбредут	сбрёл,сбрела,сбрело,сбрели	сбреди,сбредите	-
сбрить	сбрею,сбреешь,сбреет,сбреем,сбреете,сбреют	-	сбрей,сбрейте	-
сбычить	-	-	сбычь,сбычьте	-
свевать	свеваю,свеваешь,свевает,свеваем,свеваете,свевают	-	свевай,свевайте	-
свезти	свезу,свезёшь,свезёт,свезём,свезёте,свезут	свёз,свезла,свезло,свезли	свези,свезите	-
свербеть	сверблю,свербишь,свербит,свербим,свербите,свербят	свербил,свербила,свербило,свербили	сверби,свербите	1
свергнуть	-	сверг,свергла,свергло,свергли	-	-
сверить	-	-	сверь,сверьте	-
сверкнуть	сверкну,сверкнёшь,сверкнёт,сверкнём,сверкнёте,сверкнут	-	-	-
свернуть	сверну,свернёшь,свернёт,свернём,свернёте,свернут	-	-	-
сверчать	сверчу,сверчишь,сверчит,сверчим,сверчите,сверчат	-	сверчи,сверчите	-
свести	сведу,сведёшь,сведёт,сведём,сведёте,сведут	свёл,свела,свело,свели	сведи,сведите	1
свидеть	свижу,свидишь,свидит,свидим,свидите,свидят	-	свидь,свидьте	-
свинячить	-	-	свинячь,свинячьте	-
свиристеть	свирищу,свиристишь,свиристит,свиристим,свиристите,свиристят	-	свиристи,свиристите	-
свиснуть	-	свис,свисла,свисло,свисли	-	-
свистать	свищу,свищешь,свищет,свищем,свищете,свищут	-	свищи,свищите	-
свистеть	свищу,свистишь,свистит,свистим,свистите,свистят	-	свисти,свистите	-
свить	совью,совьёшь,совьёт,совьём,совьёте,совьют	-	свей,свейте	1
свихнуть	свихну,свихнёшь,свихнёт,свихнём,свихнёте,свихнут	-	-	-
сворить	-	-	сворь,сворьте	-
свыкнуть	-	свык,свыкла,свыкло,свыкли	-	-
связать	свяжу,свяжешь,свяжет,свяжем,свяжете,свяжут	-	свяжи,свяжите	-
сгибнуть	-	сгиб,сгибла,сгибло,сгибли	-	-
сглазить	-	-	сглазь,сглазьте	-
сгнить	сгнию,сгниёшь,сгниёт,сгниём,сгниёте,сгниют	-	-	-
сгрести	сгребу,сгребёшь,сгребёт,сгребём,сгребёте,сгребут	сгрёб,сгребла,сгребло,сгребли	сгреби,сгребите	-
сдать	сдам,сдашь,сдаст,сдадим,сдадите,сдадут	-	-	1
сдвоить	-	-	сдвой,сдвойте	-
сдобить	-	-	сдобь,сдобьте	-
сдохнуть	-	сдох,сдохла,сдохло,сдохли	-	-
сдюжить	-	-	сдюжь,сдюжьте	-
секретарить	-	-	секретарь,секретарьте	-
семафорить	-	-	семафорь,семафорьте	-
серить	-	-	серь,серьте	-
сесть	сяду,сядешь,сядет,сядем,сядете,сядут	сел,села,село,сели	сядь,сядьте	-
сечь	секу,сечёшь,сечёт,сечём,сечёте,секут	сек,секла,секло,секли	секи,секите	1
сеять	сею,сеешь,сеет,сеем,сеете,сеют	-	сей,сейте	-
сжарить	-	-	сжарь,сжарьте	-
сжать	сожму,сожмёшь,сожмёт,сожмём,сожмёте,сожмут	-	сожми,сожмите	1
сжевать	сжую,сжуёшь,сжуёт,сжуём,сжуёте,сжуют	-	-	-
сжечь	сожгу,сожжёшь,сожжёт,сожжём,сожжёте,сожгут	сжёг,сожгла,сожгло,сожгли	сожги,сожгите	-
сжить	сживу,сживёшь,сживёт,сживём,сживёте,сживут	-	сживи,сживите	-
сигануть	сигану,сиганёшь,сиганёт,сиганём,сиганёте,сиганут	-	-	-
сигналить	-	-	сигналь,сигнальте	-
сидеть	сижу,сидишь,сидит,сидим,сидите,сидят	-	сиди,сидите	-
силить	-	-	силь,сильте	-
сипеть	сиплю,сипишь,сипит,сипим,сипите,сипят	-	сипи,сипите	-
сказануть	сказану,сказанёшь,сказанёт,сказанём,сказанёте,сказанут	-	-	-
скакать	скачу,скачешь,скачет,скачем,скачете,скачут	-	скачи,скачите	-
скакнуть	скакну,скакнёшь,скакнёт,скакнём,скакнёте,скакнут	-	-	-
скалить	-	-	скаль,скальте	1
скандалить	-	-	скандаль,скандальте	-
скапутить	-	-	скапуть,скапутьте	-
сквалыжить	-	-	сквалыжь,сквалыжьте	-
сквернословить	-	-	сквернословь,сквернословьте	-
скипидарить	-	-	скипидарь,скипидарьте	-
скиснуть	-	скис,скисла,скисло,скисли	-	-
склевать	склюю,склюёшь,склюёт,склюём,склюёте,склюют	-	склюй,склюйте	-
склизнуть	-	склизнул,склизла,склизло,склизли	-	1
скликать	скличу,скличешь,скличет,скличем,скличете,скличут	-	скличь,скличьте	-
сковать	скую,скуёшь,скуёт,скуём,скуёте,скуют	-	-	1
сковырнуть	сковырну,сковырнёшь,сковырнёт,сковырнём,сковырнёте,сковырнут	-	-	-
сколупнуть	сколупну,сколупнёшь,сколупнёт,сколупнём,сколупнёте,сколупнут	-	-	-
скользнуть	скользну,скользнёшь,скользнёт,скользнём,скользнёте,скользнут	-	-	1
скопытить	-	-	скопыть,скопытьте	-
скорбеть	скорблю,скорбишь,скорбит,скорбим,скорбите,скорбят	-	скорби,скорбите	-
скорняжить	-	-	скорняжь,скорняжьте	-
скорнячить	-	-	скорнячь,скорнячьте	-
скоромить	-	-	скоромь,скоромьте	-
скребануть	скребану,скребанёшь,скребанёт,скребанём,скребанёте,скребанут	-	-	-
скребнуть	скребну,скребнёшь,скребнёт,скребнём,скребнёте,скребнут	-	-	-
скрежетать	скрежещу,скрежещешь,скрежещет,скрежещем,скрежещете,скрежещут	-	скрежещи,скрежещите	-
скрежетнуть	скрежетну,скрежетнёшь,скрежетнёт,скрежетнём,скрежетнёте,скрежетнут	-	-	-
скрести	скребу,скребёшь,скребёт,скребём,скребёте,скребут	скрёб,скребла,скребло,скребли	скреби,скребите	1
скрипеть	скриплю,скрипишь,скрипит,скрипим,скрипите,скрипят	-	скрипи,скрипите	-
скукожить	-	-	скукожь,скукожьте	-
скучить	-	-	скучь,скучьте	-
слабить	-	-	слабь,слабьте	-
славить	-	-	славь,славьте	-
славословить	-	-	славословь,славословьте	-
сладить	-	-	сладь,сладьте	1
слазить	-	-	слазь,слазьте	-
слать	шлю,шлёшь,шлёт,шлём,шлёте,шлют	-	шли,шлите	-
слезть	слезу,слезешь,слезет,слезем,слезете,слезут	слез,слезла,слезло,слезли	слезь,слезьте	-
слесарить	-	-	слесарь,слесарьте	-
слечь	слягу,сляжешь,сляжет,сляжем,сляжете,слягут	слёг,слегла,слегло,слегли	сляг,слягте	-
слизнуть	слизну,слизнёшь,слизнёт,слизнём,слизнёте,слизнут	слизнул,слизла,слизло,слизли	-	1
слимонить	-	-	слимонь,слимоньте	-
слипнуть	-	слип,слипла,слипло,слипли	-	-
слить	солью,сольёшь,сольёт,сольём,сольёте,сольют	-	слей,слейте	1
слыть	слыву,слывёшь,слывёт,слывём,слывёте,слывут	-	слыви,слывите	-
слышать	слышу,слышишь,слышит,слышим,слышите,слышат	-	слышь,слышьте	-
слюнявить	-	-	слюнявь,слюнявьте	-
смазать	смажу,смажешь,смажет,смажем,смажете,смажут	-	смажь,смажьте	-
смахнуть	смахну,смахнёшь,смахнёт,смахнём,смахнёте,смахнут	-	-	-
смекнуть	смекну,смекнёшь,смекнёт,смекнём,смекнёте,смекнут	-	-	-
смердеть	смержу,смердишь,смердит,смердим,смердите,смердят	-	смерди,смердите	-
смерить	-	-	смерь,смерьте	-
смеркнуть	-	смеркнул,смеркнула,смеркло,смеркнули	-	-
смести	смету,сметёшь,сметёт,сметём,сметёте,сметут	смёл,смела,смело,смели	смети,сметите	-
смеять	смею,смеёшь,смеёт,смеём,смеёте,смеют	-	смей,смейте	-
смилостивить	-	-	смилостивь,смилостивьте	-
смокнуть	-	смок,смокла,смокло,смокли	-	-
смолкнуть	-	смолк,смолкла,смолкло,смолкли	-	-
сморкнуть	сморкну,сморкнёшь,сморкнёт,сморкнём,сморкнёте,сморкнут	-	-	1
сморщить	-	-	сморщь,сморщьте	-
смотреть	смотрю,смотришь,смотрит,смотрим,смотрите,смотрют	-	смотри,смотрите	1
смутить	смущу,смутишь,смутит,смутим,смутите,смутят	-	-	-
смутьянить	-	-	смутьянь,смутьяньте	-
смылить	-	-	смыль,смыльте	-
смякнуть	-	смяк,смякла,смякло,смякли	-	-
смять	сомну,сомнёшь,сомнёт,сомнём,сомнёте,сомнут	-	сомни,сомните	-
снести	снесу,снесёшь,снесёт,снесём,снесёте,снесут	снёс,снесла,снесло,снесли	снеси,снесите	-
снизить	-	-	снизь,снизьте	-
сникнуть	-	сник,сникла,сникло,сникли	-	-
снискать	снищу,снищешь,снищет,снищем,снищете,снищут	-	снищи,снищите	-
сновать	сную,снуёшь,снуёт,снуём,снуёте,снуют	-	-	1
снять	сниму,снимешь,снимет,снимем,снимете,снимут	-	сними,снимите	1
собачить	-	-	собачь,собачьте	-
собрать	соберу,соберёшь,соберёт,соберём,соберёте,соберут	-	собери,соберите	-
совать	сую,суёшь,суёт,суём,суёте,суют	-	суй,суйте	1
совратить	совращу,совратишь,совратит,совратим,совратите,совратят	-	-	-
согнать	сгоню,сгонишь,сгонит,сгоним,сгоните,сгонят	-	сгони,сгоните	-
согнуть	согну,согнёшь,согнёт,согнём,согнёте,согнут	-	-	-
содомить	-	-	содомь,содомьте	-
содрать	сдеру,сдерёшь,сдерёт,сдерём,сдерёте,сдерут	-	сдери,сдерите	-
содрогнуть	содрогну,содрогнёшь,содрогнёт,содрогнём,содрогнёте,содрогнут	-	-	-
созвать	созову,созовёшь,созовёт,созовём,созовёте,созовут	-	созови,созовите	-
создать	создам,создашь,создаст,создадим,создадите,создадут	-	-	-
сознавать	сознаю,сознаёшь,сознаёт,сознаём,сознаёте,сознают	-	-	-
созревать	созреваю,созреваешь,созревает,созреваем,созреваете,созревают	-	созревай,созревайте	-
сойти	сойду,сойдёшь,сойдёт,сойдём,сойдёте,сойдут	сошёл,сошла,сошло,сошли	сойди,сойдите	-
сократить	сокращу,сократишь,сократит,сократим,сократите,сократят	-	-	-
сомкнуть	сомкну,сомкнёшь,сомкнёт,сомкнём,сомкнёте,сомкнут	-	-	-
сомлевать	сомлеваю,сомлеваешь,сомлевает,сомлеваем,сомлеваете,сомлевают	-	сомлевай,сомлевайте	-
сомневать	сомневаю,сомневаешь,сомневает,сомневаем,сомневаете,сомневают	-	сомневай,сомневайте	-
сопеть	соплю,сопишь,сопит,сопим,сопите,сопят	-	сопи,сопите	-
сопревать	сопреваю,сопреваешь,сопревает,сопреваем,сопреваете,сопревают	-	сопревай,сопревайте	-
сопрячь	сопрягу,сопряжёшь,сопряжёт,сопряжём,сопряжёте,сопрягут	сопряг,сопрягла,сопрягло,сопрягли	сопряги,сопрягите	-
сосать	сосу,сосёшь,сосёт,сосём,сосёте,сосут	-	соси,сосите	-
соседить	-	-	соседь,соседьте	-
соснуть	сосну,соснёшь,соснёт,соснём,соснёте,соснут	-	-	-
сосредоточить	-	-	сосредоточь,сосредоточьте	-
состегнуть	состегну,состегнёшь,состегнёт,состегнём,состегнёте,состегнут	-	-	-
состоять	состою,состоишь,состоит,состоим,состоите,состоят	-	состой,состойте	-
соткнуть	соткну,соткнёшь,соткнёт,соткнём,соткнёте,соткнут	-	-	-
сощипнуть	сощипну,сощипнёшь,сощипнёт,сощипнём,сощипнёте,сощипнут	-	-	-
спарить	-	-	спарь,спарьте	1
спасть	спаду,спадёшь,спадёт,спадём,спадёте,спадут	спал,спала,спало,спали	спади,спадите	-
спать	сплю,спишь,спит,спим,спите,спят	-	спи,спите	-
спевать	спеваю,спеваешь,спевает,спеваем,спеваете,спевают	-	спевай,спевайте	-
спереть	сопру,сопрёшь,сопрёт,сопрём,сопрёте,сопрут	спёр,спёрла,спёрло,спёрли	сопри,соприте	1
спесивить	-	-	спесивь,спесивьте	-
спеть	спою,споёшь,споёт,споём,споёте,споют	-	спой,спойте	1
спечь	спеку,спечёшь,спечёт,спечём,спечёте,спекут	спёк,спекла,спекло,спекли	спеки,спеките	-
спешить	-	-	спешь,спешьте	1
списать	спишу,спишешь,спишет,спишем,спишете,спишут	-	спиши,спишите	-
спить	сопью,сопьёшь,сопьёт,сопьём,сопьёте,сопьют	-	спей,спейте	1
спихнуть	спихну,спихнёшь,спихнёт,спихнём,спихнёте,спихнут	-	-	-
сплеснуть	сплесну,сплеснёшь,сплеснёт,сплеснём,сплеснёте,сплеснут	-	-	-
сплести	сплету,сплетёшь,сплетёт,сплетём,сплетёте,сплетут	сплёл,сплела,сплело,сплели	сплети,сплетите	-
сплющить	-	-	сплющь,сплющьте	-
сподобить	-	-	сподобь,сподобьте	-
сполоснуть	сполосну,сполоснёшь,сполоснёт,сполоснём,сполоснёте,сполоснут	-	-	-
спорить	-	-	спорь,спорьте	1
спорхнуть	спорхну,спорхнёшь,спорхнёт,спорхнём,спорхнёте,спорхнут	-	-	-
споткнуть	споткну,споткнёшь,споткнёт,споткнём,споткнёте,споткнут	-	-	-
спотыкнуть	спотыкну,спотыкнёшь,спотыкнёт,спотыкнём,спотыкнёте,спотыкнут	-	-	-
спровадить	-	-	спровадь,спровадьте	-
спроказить	-	-	спроказь,спроказьте	-
спрячь	спрягу,спряжёшь,спряжёт,спряжём,спряжёте,спрягут	спряг,спрягла,спрягло,спрягли	спряги,спрягите	-
спялить	-	-	спяль,спяльте	-
спятить	-	-	спять,спятьте	-
срамословить	-	-	срамословь,срамословьте	-
срезать	срежу,срежешь,срежет,срежем,срежете,срежут	-	срежь,срежьте	-
срыгнуть	срыгну,срыгнёшь,срыгнёт,срыгнём,срыгнёте,срыгнут	-	-	-
ссать	ссу,ссышь,ссыт,ссым,ссыте,ссат	-	ссы,ссыте	-
ссечь	ссеку,ссечёшь,ссечёт,ссечём,ссечёте,ссекут	ссёк,ссекла,ссекло,ссекли	ссеки,ссеките	-
ссорить	-	-	ссорь,ссорьте	-
ссохнуть	-	ссох,ссохла,ссохло,ссохли	-	-
ссыпать	ссыплю,ссыплешь,ссыплет,ссыплем,ссыплете,ссыплют	-	ссыпь,ссыпьте	-
стабунить	-	-	стабунь,стабуньте	-
ставать	стаю,стаёшь,стаёт,стаём,стаёте,стают	-	-	-
ставить	-	-	ставь,ставьте	-
стакнуть	стакну,стакнёшь,стакнёт,стакнём,стакнёте,стакнут	-	-	-
старить	-	-	старь,старьте	-
стать	стану,станешь,станет,станем,станете,станут	-	стань,станьте	1
стебануть	стебану,стебанёшь,стебанёт,стебанём,стебанёте,стебанут	-	-	-
стегануть	стегану,стеганёшь,стеганёт,стеганём,стеганёте,стеганут	-	-	-
стегнуть	стегну,стегнёшь,стегнёт,стегнём,стегнёте,стегнут	-	-	1
стереть	сотру,сотрёшь,сотрёт,сотрём,сотрёте,сотрут	стёр,стёрла,стёрло,стёрли	сотри,сотрите	1
стеречь	стерегу,стережёшь,стережёт,стережём,стережёте,стерегут	стерёг,стерегла,стерегло,стерегли	стереги,стерегите	-
стечь	стеку,стечёшь,стечёт,стечём,стечёте,стекут	стёк,стекла,стекло,стекли	стеки,стеките	-
стихнуть	-	стих,стихла,стихло,стихли	-	-
стлать	стелю,стелешь,стелет,стелем,стелете,стелют	-	стели,стелите	1
стожить	-	-	стожь,стожьте	-
стоить	-	-	стой,стойте	-
столкнуть	столкну,столкнёшь,столкнёт,столкнём,столкнёте,столкнут	-	-	-
столярить	-	-	столярь,столярьте	-
стонать	стону,стонешь,стонет,стонем,стонете,стонут	-	стони,стоните	-
стопорить	-	-	стопорь,стопорьте	-
стоять	стою,стоишь,стоит,стоим,стоите,стоят	-	стой,стойте	1
страждать	стражду,страждешь,страждет,страждем,страждете,страждут	-	стражди,страждите	-
стрекануть	стрекану,стреканёшь,стреканёт,стреканём,стреканёте,стреканут	-	-	-
стрекнуть	стрекну,стрекнёшь,стрекнёт,стрекнём,стрекнёте,стрекнут	-	-	-
стрекотать	стрекочу,стрекочешь,стрекочет,стрекочем,стрекочете,стрекочут	-	стрекочи,стрекочите	-
стричь	стригу,стрижёшь,стрижёт,стрижём,стрижёте,стригут	стриг,стригла,стригло,стригли	стриги,стригите	-
строить	-	-	строй,стройте	-
стропилить	-	-	стропиль,стропильте	-
струнить	-	-	струнь,струньте	-
стряхнуть	стряхну,стряхнёшь,стряхнёт,стряхнём,стряхнёте,стряхнут	-	-	-
стухнуть	-	стух,стухла,стухло,стухли	-	-
