# lemma	present	past	past-participle	present-participle	imperative  ("-" = productive default)
inkeil	-	-	ingekeil	-	-
inkerf	-	-	ingekerf	-	-
inkerker	-	-	ingekerker	-	-
inkerwe	-	-	ingekerwe	-	-
inklaar	-	-	ingeklaar	-	-
inklam	-	-	ingeklam	-	-
inklank	-	-	ingeklank	-	-
inklee	-	-	ingeklee	-	-
inkleed	-	-	ingekleed	-	-
inklem	-	-	ingeklem	-	-
inkleur	-	-	ingekleur	-	-
inklim	-	-	ingeklim	-	-
inklineer	-	-	geïnklineer	-	-
inklink	-	-	ingeklink	-	-
inklits	-	-	ingeklits	-	-
inklok	-	-	ingeklok	-	-
inklop	-	-	ingeklop	-	-
inklouter	-	-	ingeklouter	-	-
inkluister	-	-	ingekluister	-	-
inknee	-	-	ingeknee	-	-
inknip	-	-	ingeknip	-	-
inknyp	-	-	ingeknyp	-	-
inkom	-	-	ingekom	-	-
inkonk	-	-	ingekonk	-	-
inkook	-	-	ingekook	-	-
inkoop	-	-	ingekoop	-	-
inkoppel	-	-	ingekoppel	-	-
inkorporeer	-	-	geïnkorporeer	inkorporerende	-
inkort	-	-	ingekort	-	-
inkraal	-	-	ingekraal	-	-
inkrap	-	-	ingekrap	-	-
inkras	-	-	ingekras	-	-
inkrimineer	-	-	geïnkrimineer	-	-
inkrimp	-	-	ingekrimp	-	-
inkrom	-	-	ingekrom	-	-
inkruip	-	-	ingekruip	-	-
inkruiwa	-	-	ingekruiwa	-	-
inkrusteer	-	-	geïnkrusteer	-	-
inkry	-	-	ingekry	-	-
inkubeer	-	-	geïnkubeer	-	-
inkuil	-	-	ingekuil	-	-
inkulpeer	-	-	geïnkulpeer	-	-
inkwartier	-	-	ingekwartier	-	-
inkyk	-	-	ingekyk	-	-
inlaai	-	-	ingelaai	-	-
inlaat	-	-	ingelaat	-	-
inlas	-	-	ingelas	-	-
inleef	-	-	ingeleef	-	-
inlei	-	-	ingelei	inleidende	-
inlek	-	-	ingelek	-	-
inlepel	-	-	ingelepel	-	-
inlewe	-	-	ingelewe	-	-
inlewer	-	-	ingelewer	-	-
inlig	-	-	ingelig	-	-
inloer	-	-	ingeloer	-	-
inlok	-	-	ingelok	-	-
inloods	-	-	ingeloods	-	-
inloog	-	-	ingeloog	-	-
inloop	-	-	ingeloop	-	-
inlos	-	-	ingelos	-	-
inlui	-	-	ingelui	-	-
inluier	-	-	ingeluier	-	-
inluister	-	-	ingeluister	-	-
inlyf	-	-	ingelyf	-	-
inlys	-	-	ingelys	-	-
inlywe	-	-	ingelywe	-	-
inlê	-	-	ingelê	-	-
inmaak	-	-	ingemaak	-	-
inmekaardraai	-	-	inmekaargedraai	-	-
inmekaardring	-	-	inmekaargedring	-	-
inmekaardruk	-	-	inmekaargedruk	-	-
inmekaarflans	-	-	inmekaargeflans	-	-
inmekaarfrommel	-	-	inmekaargefrommel	-	-
inmekaargooi	-	-	inmekaargegooi	-	-
inmekaargroei	-	-	inmekaargegroei	-	-
inmekaargryp	-	-	inmekaargegryp	-	-
inmekaarhaak	-	-	inmekaargehaak	-	-
inmekaarkrimp	-	-	inmekaargekrimp	-	-
inmekaarkronkel	-	-	inmekaargekronkel	-	-
inmekaarlas	-	-	inmekaargelas	-	-
inmekaarloop	-	-	inmekaargeloop	-	-
inmekaarpas	-	-	inmekaargepas	-	-
inmekaarpers	-	-	inmekaargepers	-	-
inmekaarrol	-	-	inmekaargerol	-	-
inmekaarsak	-	-	inmekaargesak	-	-
inmekaarsink	-	-	inmekaargesink	-	-
inmekaarsit	-	-	inmekaargesit	-	-
inmekaarskakel	-	-	inmekaargeskakel	-	-
inmekaarskuif	-	-	inmekaargeskuif	-	-
inmekaarskuiwe	-	-	inmekaargeskuiwe	-	-
inmekaarslaan	-	-	inmekaargeslaan	-	-
inmekaarsluit	-	-	inmekaargesluit	-	-
inmekaarsmelt	-	-	inmekaargesmelt	-	-
inmekaarstop	-	-	inmekaargestop	-	-
inmekaarstort	-	-	inmekaargestort	-	-
inmekaarstrengel	-	-	inmekaargestrengel	-	-
inmekaartrap	-	-	inmekaargetrap	-	-
inmekaartrek	-	-	inmekaargetrek	-	-
inmekaartrommel	-	-	inmekaargetrommel	-	-
inmekaartuimel	-	-	inmekaargetuimel	-	-
inmekaarval	-	-	inmekaargeval	-	-
inmekaarvleg	-	-	inmekaargevleg	-	-
inmekaarvloei	-	-	inmekaargevloei	-	-
inmekaarvoeg	-	-	inmekaargevoeg	-	-
inmekaarvou	-	-	inmekaargevou	-	-
inmekaarweef	-	-	inmekaargeweef	-	-
inmekaarwewe	-	-	inmekaargewewe	-	-
inmeng	-	-	ingemeng	-	-
inmessel	-	-	ingemessel	-	-
inmoker	-	-	ingemoker	-	-
inmond	-	-	ingemond	-	-
innaai	-	-	ingenaai	-	-
inneem	-	-	ingeneem	-	-
innerveer	-	-	geïnnerveer	-	-
innooi	-	-	ingenooi	-	-
innoveer	-	-	geïnnoveer	-	-
inoefen	-	-	ingeoefen	-	-
inoes	-	-	ingeoes	-	-
inokuleer	-	-	geïnokuleer	-	-
inougureer	-	-	geïnougureer	-	-
inpak	-	-	ingepak	-	-
inpalm	-	-	ingepalm	-	-
inpas	-	-	ingepas	-	-
inpeil	-	-	ingepeil	-	-
inpekel	-	-	ingepekel	-	-
inpen	-	-	ingepen	-	-
inpeper	-	-	ingepeper	-	-
inperk	-	-	ingeperk	-	-
inpers	-	-	ingepers	-	-
inpik	-	-	ingepik	-	-
inplaas	-	-	ingeplaas	-	-
inplak	-	-	ingeplak	-	-
inplant	-	-	ingeplant	-	-
inploeg	-	-	ingeploeg	-	-
inploeë	-	-	ingeploeë	-	-
inplof	-	-	ingeplof	-	-
inplons	-	-	ingeplons	-	-
inplooi	-	-	ingeplooi	-	-
inpolder	-	-	ingepolder	-	-
inpomp	-	-	ingepomp	-	-
inpons	-	-	ingepons	-	-
inpot	-	-	ingepot	-	-
inpraat	-	-	ingepraat	-	-
inprent	-	-	ingeprent	-	-
inprop	-	-	ingeprop	-	-
inpunt	-	-	ingepunt	-	-
inpyl	-	-	ingepyl	-	-
inraam	-	-	ingeraam	-	-
inreef	-	-	ingereef	-	-
inreent	-	-	ingereent	-	-
inreken	-	-	ingereken	-	-
inrewe	-	-	ingerewe	-	-
inreën	-	-	ingereën	-	-
inrig	-	-	ingerig	-	-
inrits	-	-	ingerits	-	-
inroei	-	-	ingeroei	-	-
inroep	-	-	ingeroep	-	-
inroer	-	-	ingeroer	-	-
inroes	-	-	ingeroes	-	-
inrol	-	-	ingerol	-	-
inruil	-	-	ingeruil	-	-
inruim	-	-	ingeruim	-	-
inruk	-	-	ingeruk	-	-
inry	-	-	ingery	-	-
inrye	-	-	ingerye	-	-
inryg	-	-	ingeryg	-	-
insak	-	-	ingesak	-	-
insamel	-	-	ingesamel	-	-
inseep	-	-	ingeseep	-	-
inseil	-	-	ingeseil	-	-
insemineer	-	-	geïnsemineer	-	-
insend	-	-	ingesend	-	-
insereer	-	-	geïnsereer	-	-
inseën	-	-	ingeseën	-	-
insien	-	-	ingesien	-	-
insink	-	-	ingesink	-	-
insinueer	-	-	geïnsinueer	-	-
insisteer	-	-	geïnsisteer	-	-
insit	-	-	ingesit	-	-
inskakel	-	-	ingeskakel	-	-
inskeep	-	-	ingeskeep	-	-
inskeer	-	-	ingeskeer	-	-
inskenk	-	-	ingeskenk	-	-
inskep	-	-	ingeskep	-	-
inskerp	-	-	ingeskerp	-	-
inskets	-	-	ingeskets	-	-
inskeur	-	-	ingeskeur	-	-
inskiet	-	-	ingeskiet	-	-
inskilder	-	-	ingeskilder	-	-
inskink	-	-	ingeskink	-	-
inskop	-	-	ingeskop	-	-
inskroef	-	-	ingeskroef	-	-
inskroewe	-	-	ingeskroewe	-	-
inskryf	-	-	ingeskryf	-	-
inskrywe	-	-	ingeskrywe	-	-
inskuif	-	-	ingeskuif	-	-
inskuiwe	-	-	ingeskuiwe	-	-
inskulp	-	-	ingeskulp	-	-
inskyn	-	-	ingeskyn	-	-
inslaan	-	-	ingeslaan	-	-
inslaap	-	-	ingeslaap	-	-
insleep	-	-	ingesleep	-	-
inslenter	-	-	ingeslenter	-	-
insleutel	-	-	ingesleutel	-	-
inslinger	-	-	ingeslinger	-	-
insluimer	-	-	ingesluimer	-	-
insluip	-	-	ingesluip	-	-
insluit	-	-	ingesluit	-	-
insluk	-	-	ingesluk	-	-
inslurp	-	-	ingeslurp	-	-
inslyp	-	-	ingeslyp	-	-
insmeer	-	-	ingesmeer	-	-
insmelt	-	-	ingesmelt	-	-
insmokkel	-	-	ingesmokkel	-	-
insmyt	-	-	ingesmyt	-	-
insneeu	-	-	ingesneeu	-	-
insnoer	-	-	ingesnoer	-	-
insnuif	-	-	ingesnuif	-	-
insnuiwe	-	-	ingesnuiwe	-	-
insny	-	-	ingesny	-	-
insoleer	-	-	geïnsoleer	-	-
insout	-	-	ingesout	-	-
inspan	-	-	ingespan	-	-
inspat	-	-	ingespat	-	-
inspeel	-	-	ingespeel	-	-
inspekteer	-	-	geïnspekteer	-	-
inspeld	-	-	ingespeld	-	-
inspin	-	-	ingespin	-	-
inspireer	-	-	geïnspireer	-	-
inspit	-	-	ingespit	-	-
inspoel	-	-	ingespoel	-	-
inspreek	-	-	ingespreek	-	-
inspring	-	-	ingespring	-	-
insprinkel	-	-	ingesprinkel	-	-
inspuit	-	-	ingespuit	-	-
inspyker	-	-	ingespyker	-	-
instaan	-	-	ingestaan	-	-
instaar	-	-	ingestaar	-	-
installeer	-	-	geïnstalleer	-	-
instamp	-	-	ingestamp	-	-
instap	-	-	ingestap	-	-
insteek	-	-	ingesteek	-	-
instel	-	-	ingestel	-	-
instem	-	-	ingestem	-	-
instigeer	-	-	geïnstigeer	-	-
institueer	-	-	geïnstitueer	-	-
institusionaliseer	-	-	geïnstitusionaliseer	-	-
instoom	-	-	ingestoom	-	-
instoot	-	-	ingestoot	-	-
instop	-	-	ingestop	-	-
instorm	-	-	ingestorm	-	-
instort	-	-	ingestort	-	-
instrompel	-	-	ingestrompel	-	-
instroom	-	-	ingestroom	-	-
instrueer	-	-	geïnstrueer	-	-
instruikel	-	-	ingestruikel	-	-
instrumenteer	-	-	geïnstrumenteer	-	-
instryk	-	-	ingestryk	-	-
instudeer	-	-	ingestudeer	-	-
instuif	-	-	ingestuif	-	-
instuiwe	-	-	ingestuiwe	-	-
instulp	-	-	ingestulp	-	-
instuur	-	-	ingestuur	-	-
insuie	-	-	ingesuie	-	-
insuig	-	-	ingesuig	-	-
insukkel	-	-	ingesukkel	-	-
insuur	-	-	ingesuur	-	-
inswaai	-	-	ingeswaai	-	-
insweer	-	-	ingesweer	-	-
inswelg	-	-	ingeswelg	-	-
inswem	-	-	ingeswem	-	-
inswenk	ingeswenk	-	-	-	-
insyfer	-	-	ingesyfer	-	-
insyg	-	-	ingesyg	-	-
insypel	-	-	ingesypel	-	-
insê	-	-	ingesê	-	-
intand	-	-	ingetand	-	-
intap	-	-	ingetap	-	-
inteel	-	-	ingeteel	-	-
integreer	-	-	geïntegreer	-	-
inteken	-	-	ingeteken	-	-
intel	-	-	ingetel	-	-
intellektualiseer	-	-	geïntellektualiseer	-	-
intendeer	-	-	geïntendeer	-	-
intensifiseer	-	-	geïntensifiseer	-	-
intensiveer	-	-	geïntensiveer	-	-
interesseer	-	-	geïnteresseer	-	-
interfereer	-	-	geïnterfereer	-	-
interfolieer	-	-	geïnterfolieer	-	-
interkaleer	-	-	geïnterkaleer	-	-
interlinieer	-	-	geïnterlinieer	-	-
intermitteer	-	-	geïntermitteer	-	-
internaliseer	-	-	geïnternaliseer	-	-
internasionaliseer	-	-	geïnternasionaliseer	-	-
interneer	-	-	geïnterneer	-	-
interpagineer	-	-	geïnterpagineer	-	-
interpelleer	-	-	geïnterpelleer	-	-
interpoleer	-	-	geïnterpoleer	-	-
interponeer	-	-	geïnterponeer	-	-
interpreteer	-	-	geïnterpreteer	-	-
interpungeer	-	-	geïnterpungeer	-	-
interrogeer	-	-	geïnterrogeer	-	-
interrompeer	-	-	geïnterrompeer	-	-
interrumpeer	-	-	geïnterrumpeer	-	-
intersedeer	-	-	geïntersedeer	-	-
intersepteer	-	-	geïntersepteer	-	-
intervenieer	-	-	geïntervenieer	-	-
inteuel	-	-	ingeteuel	-	-
intik	-	-	ingetik	-	-
intimideer	-	-	geïntimideer	-	-
intoneer	-	-	geïntoneer	-	-
intoom	-	-	ingetoom	-	-
intoring	-	-	ingetoring	-	-
intou	-	-	ingetou	-	-
intralie	-	-	ingetralie	-	-
intrap	-	-	ingetrap	-	-
intree	-	-	ingetree	-	-
intrek	-	-	ingetrek	-	-
intrigeer	-	-	geïntrigeer	-	-
introduseer	-	-	geïntroduseer	-	-
introu	-	-	ingetrou	-	-
introverteer	-	-	geïntroverteer	-	-
intrudeer	-	-	geïntrudeer	-	-
intubeer	-	-	geïntubeer	-	-
intuimel	-	-	ingetuimel	-	-
intussussepteer	-	-	geïntussussepteer	-	-
intuur	-	-	ingetuur	-	-
inundeer	-	-	geïnundeer	-	-
invaar	-	-	ingevaar	-	-
invagineer	-	-	geïnvagineer	-	-
inval	-	-	ingeval	-	-
invalideer	-	-	geïnvalideer	-	-
invat	-	-	ingevat	-	-
invee	-	-	ingevee	-	-
inventariseer	-	-	geïnventariseer	-	-
inverteer	-	-	geïnverteer	-	-
investeer	-	-	geïnvesteer	-	-
invet	-	-	ingevet	-	-
invleg	-	-	ingevleg	-	-
invlie	-	-	ingevlie	-	-
invlieg	-	-	ingevlieg	-	-
invloei	-	-	ingevloei	-	-
invlug	-	-	ingevlug	-	-
invoeg	-	-	ingevoeg	-	-
invoel	-	-	ingevoel	-	-
invoer	-	-	ingevoer	-	-
invorder	-	-	ingevorder	-	-
invou	-	-	ingevou	-	-
invra	-	-	ingevra	-	-
invreet	-	-	ingevreet	-	-
invries	-	-	ingevries	-	-
invryf	-	-	ingevryf	-	-
invrywe	-	-	ingevrywe	-	-
invul	-	-	ingevul	-	-
invurk	-	-	ingevurk	-	-
invyl	-	-	ingevyl	-	-
inwaai	-	-	ingewaai	-	-
inwag	-	-	ingewag	-	-
inwaggel	-	-	ingewaggel	-	-
inwals	-	-	ingewals	-	-
inwarrel	-	-	ingewarrel	-	-
inwas	-	-	ingewas	-	-
inweef	-	-	ingeweef	-	-
inweeg	-	-	ingeweeg	-	-
inweek	-	-	ingeweek	-	-
inwerk	-	-	ingewerk	-	-
inwerp	-	-	ingewerp	-	-
inwerskaf	-	-	ingewerskaf	-	-
inwewe	-	-	ingewewe	-	-
inweë	-	-	ingeweë	-	-
inwikkel	-	-	ingewikkel	-	-
inwillig	-	-	ingewillig	-	-
inwin	-	-	ingewin	-	-
inwind	-	-	ingewind	-	-
inwip	-	-	ingewip	-	-
inwissel	-	-	ingewissel	-	-
inwoeker	-	-	ingewoeker	-	-
inwoel	-	-	ingewoel	-	-
inwoon	-	-	ingewoon	-	-
inworstel	-	-	ingeworstel	-	-
inwortel	-	-	ingewortel	-	-
inwring	-	-	ingewring	-	-
inwurg	-	-	ingewurg	-	-
inwurm	-	-	ingewurm	-	-
inwy	-	-	ingewy	-	-
inzoem	-	-	ingezoem	-	-
ioniseer	-	-	geïoniseer	-	-
iriseer	-	-	geïriseer	-	-
ironiseer	-	-	geïroniseer	-	-
irradieer	-	-	geïrradieer	-	-
irrigeer	-	-	geïrrigeer	-	-
irriteer	-	-	geïrriteer	-	-
islamiseer	-	-	geïslamiseer	-	-
isoleer	-	-	geïsoleer	-	-
isomeriseer	-	-	geïsomeriseer	-	-
italianiseer	-	-	geïtalianiseer	-	-
itereer	-	-	geïtereer	-	-
jaag	-	-	-	jagende	-
jag	-	-	-	jagtende	-
jil	-	-	-	jillende	-
jok	-	-	-	jokkende	-
kaalstroop	-	-	kaalgestroop	-	-
kaartlees	-	-	kaartgelees	-	-
kaartspeel	-	-	kaartgespeel	-	-
kafdrak	kafdraf	-	kafgedraf	-	-
kafloop	-	-	kafgeloop	-	-
kak	-	-	-	kakkende	-
kakskiet	-	-	kakgeskiet	-	-
kalf	-	-	-	kalwende	-
kamerverlaat	-	-	kamerverlaat	-	-
kan	-	kon	-	-	-
kappityt	-	-	kappityt	-	-
kathalstrek	-	-	kathalsgetrek	-	-
keelskoonmaak	-	-	keelskoongemaak	-	-
ken	-	-	-	kennende	-
kennismaak	-	-	kennisgemaak	-	-
kielplankry	-	-	kielplankgery	-	-
kierieslaan	-	-	kieriegeslaan	-	-
klaarkom	-	-	klaargekom	-	-
klaarkry	-	-	klaargekry	-	-
klaarmaak	-	-	klaargemaak	-	-
klaarpraat	-	-	klaargepraat	-	-
klaarraak	-	-	klaargeraak	-	-
klaarspeel	-	-	klaargespeel	-	-
klaarstaan	-	-	klaargestaan	-	-
klad	-	-	-	kladdende	-
klaploop	-	-	klapgeloop	-	-
klasdraf	-	-	klasgedraf	-	-
klasgee	-	-	klasgegee	-	-
klavierspeel	-	-	klaviergespeel	-	-
kleilatgooi	-	-	kleilatgegooi	-	-
kleinag	-	-	kleingeag	-	-
kleinkry	-	-	kleingekry	-	-
kleinmaak	-	-	kleingemaak	-	-
kleitrap	-	-	kleigetrap	-	-
klem	-	-	-	klemmende	-
klim	-	-	-	klimmende	-
klipgooi	-	-	klipgegooi	-	-
klipspeel	-	-	klipgespeel	-	-
kloof	-	-	-	klowende	-
knaag	-	-	-	knaende	-
knae	-	-	-	knaende	-
knip	-	-	-	knippende	-
knipmeslê	-	-	knipmesgelê	-	-
knipmesry	-	-	knipmesgery	-	-
koekbak	-	-	koekgebak	-	-
koershou	-	-	koersgehou	-	-
koerskry	-	-	koersgekry	-	-
koersvat	-	-	koersgevat	-	-
kolf	-	-	-	kolwende	-
kolgooi	-	-	kolgegooi	-	-
kommunikeer	-	-	-	kommunikerende	-
koop	-	-	-	kopende	-
kopgee	-	-	kopgegee	-	-
kophou	-	-	kopgehou	-	-
kopskud	-	-	kopgeskud	-	-
kopslaan	-	-	kopgeslaan	-	-
korrelhou	-	-	korrelgehou	-	-
korrelvat	-	-	korrelgevat	-	-
korthou	-	-	kortgehou	-	-
kortknip	-	-	kortgeknip	-	-
kortkom	-	-	kortgekom	-	-
kortomspring	-	-	kortomgespring	-	-
kortskiet	-	-	kortgeskiet	-	-
kortvat	-	-	kortgevat	-	-
kosmaak	-	-	kosgemaak	-	-
koudlaat	-	-	koudgelaat	-	-
koudlei	-	-	koudgelei	-	-
koudsit	-	-	koudgesit	-	-
koudwals	-	-	koudgewals	-	-
krap	-	-	-	krappende	-
kringsit	-	-	kringgesit	-	-
krompraat	-	-	kromgepraat	-	-
kromtrek	-	-	kromgetrek	-	-
kroon	-	-	-	kronende	-
kropvat	-	-	kropgevat	-	-
kruistoets	-	-	kruisgetoets	-	-
kry	-	-	-	krygende	-
kuitskiet	-	-	kuitgeskiet	-	-
kus	-	-	-	kussende	-
kwaadpraat	-	-	kwaadgepraat	-	-
kwaadspreek	-	-	kwaadgespreek	-	-
kwaadstook	-	-	kwaadgestook	-	-
kwytraak	-	-	kwytgeraak	-	-
kwytskel	-	-	kwytgeskel	-	-
kwytskeld	-	-	kwytgeskeld	-	-
laaglê	-	-	laaggelê	-	-
laagvat	-	-	laaggevat	-	-
laat	-	-	-	latende	-
lag	-	-	-	laggende	-
lamlê	-	-	lamgelê	-	-
lamslaan	-	-	lamgeslaan	-	-
landmeet	-	-	landgemeet	-	-
leef	-	-	-	lewende	-
leegbloei	-	-	leeggebloei	-	-
leegdrink	-	-	leeggedrink	-	-
leeggooi	-	-	leeggegooi	-	-
leegloop	-	-	leeggeloop	-	-
leeglê	-	-	leeggelê	-	-
leegmaak	-	-	leeggemaak	-	-
leegpomp	-	-	leeggepomp	-	-
leegskep	-	-	leeggeskep	-	-
leegspuit	-	-	leeggespuit	-	-
leegstaan	-	-	leeggestaan	-	-
leegsteel	-	-	leeggesteel	-	-
leegstroop	-	-	leeggestroop	-	-
leegtap	-	-	leeggetap	-	-
leer	-	-	-	lerende	-
lees	-	-	-	lesende	-
lei	-	-	-	leidende	-
lepellê	-	-	lepelgelê	-	-
lewe	-	-	-	lewende	-
liefhê	-	-	liefgehad	liefhebbende	-
liefkoos	-	-	liefgekoos	-	-
liefkry	-	-	liefgekry	-	-
liemaak	-	-	liegemaak	-	-
lig	-	-	-	ligtende	-
ligloop	-	-	liggeloop	-	-
lok	-	-	-	lokkende	-
loodswaai	-	-	loodgeswaai	-	-
loop	-	-	-	lopende	-
losbars	-	-	losgebars	losbarstende	-
losbind	-	-	losgebind	-	-
losbrand	-	-	losgebrand	-	-
losbreek	-	-	losgebreek	-	-
losbulder	-	-	losgebulder	-	-
losdraai	-	-	losgedraai	-	-
losgaan	-	-	losgegaan	losgaande	-
losgespe	-	-	losgegespe	-	-
loshaak	-	-	losgehaak	-	-
loshang	-	-	losgehang	-	-
losknip	-	-	losgeknip	-	-
losknoop	-	-	losgeknoop	-	-
loskom	-	-	losgekom	-	-
loskoop	-	-	losgekoop	-	-
loskoppel	-	-	losgekoppel	-	-
loskry	-	-	losgekry	-	-
loslaat	-	-	losgelaat	-	-
loslieg	-	-	losgelieg	-	-
losloop	-	-	losgeloop	-	-
losmaak	-	-	losgemaak	-	-
lospraat	-	-	losgepraat	-	-
losraak	-	-	losgeraak	-	-
losrafel	-	-	losgerafel	-	-
losruk	-	-	losgeruk	-	-
losryg	-	-	losgeryg	-	-
losskeur	-	-	losgeskeur	-	-
losskroef	-	-	losgeskroef	-	-
losskryf	-	-	losgeskryf	-	-
losskud	-	-	losgeskud	-	-
losslaan	-	-	losgeslaan	-	-
lossny	-	-	losgesny	-	-
losspeel	-	-	losgespeel	-	-
losspeld	-	-	losgespeld	-	-
losspring	-	-	losgespring	-	-
losstaan	-	-	losgestaan	-	-
lossteek	-	-	losgesteek	-	-
losstorm	-	-	losgestorm	-	-
lostorring	-	-	losgetorring	-	-
lostrek	-	-	losgetrek	-	-
loswerk	-	-	losgewerk	-	-
loswikkel	-	-	losgewikkel	-	-
loswoel	-	-	losgewoel	-	-
loswring	-	-	losgewring	-	-
loswurm	-	-	losgewurm	-	-
ly	-	-	-	lydende	-
lyfplankry	-	-	lyfplankgery	-	-
lyngooi	-	-	lyngegooi	-	-
lynslaan	-	-	lyngeslaan	-	-
lynstaan	-	-	lyngestaan	-	-
lê	-	-	-	liggende	-
maak	-	-	-	makende	-
mag	-	mog	-	-	-
makeer	-	-	-	makerende	-
medebepaal	-	-	medebepaal	-	-
medeonderteken	-	-	medeonderteken	-	-
meebring	-	-	meegebring	-	-
meedeel	-	-	meegedeel	-	-
meeding	-	-	meegeding	-	-
meedoen	-	-	meedoende	-	-
meegaan	-	-	meegegaan	-	-
meegee	-	-	meegegee	-	-
meehelp	-	-	meegehelp	-	-
meeklink	-	-	meegeklink	-	-
meekom	-	-	meegekom	-	-
meeleef	-	-	meegeleef	-	-
meelewe	-	-	meegelewe	-	-
meeluister	-	-	meegeluister	-	-
meemaak	-	-	meegemaak	-	-
meeneem	-	-	meegeneem	-	-
meepraat	-	-	meegepraat	-	-
meereis	-	-	meegereis	-	-
meereken	-	-	meegereken	-	-
meesleep	-	-	meegesleep	-	-
meesleur	-	-	meegesleur	-	-
meesmuil	-	-	meegesmuil	-	-
meestry	-	-	meegestry	-	-
meetel	-	-	meegetel	-	-
meetril	-	-	meegetril	-	-
meetroon	-	-	meegetroon	-	-
meeval	-	-	meegeval	-	-
meevoel	-	-	meegevoel	-	-
meevoer	-	-	meegevoer	-	-
meewerk	-	-	meegewerk	-	-
mik	-	-	-	mikkende	-
mikroverfilm	-	-	mikroverfilm	-	-
mis	-	-	-	missende	-
misbruik	-	-	misbruik	-	-
misdoen	-	-	misdoen	-	-
misdra	-	-	misdra	-	-
misdryf	-	-	misdryf	-	-
misdrywe	-	-	misdrywe	-	-
misdui	-	-	misdui	-	-
misgaan	-	-	misgaan	-	-
misgender	-	-	misgender	-	-
misgis	-	-	misgis	misgissend	-
misgooi	-	-	misgegooi	-	-
misgryp	-	-	misgegryp	-	-
misgun	-	-	misgun	-	-
mishaag	-	-	mishaag	-	-
mishae	-	-	mishae	-	-
mishandel	-	-	mishandel	-	-
misinterpreteer	-	-	misinterpreteer	-	-
misken	-	-	misken	miskennende	-
miskoop	-	-	misgekoop	-	-
miskyk	misgekyk	-	-	-	-
mislees	-	-	misgelees	-	-
mislei	-	-	mislei	-	-
misloop	-	-	misgeloop	-	-
misluk	-	-	misluk	-	-
mismaak	-	-	mismaak	-	-
misplaas	-	-	misplaas	-	-
misprys	-	-	misprys	-	-
misreken	-	-	misgereken	-	-
misry	-	-	misgery	-	-
missit	-	-	misgesit	-	-
misskiet	-	-	misgeskiet	-	-
misslaan	-	-	misgeslaan	-	-
mistas	-	-	misgetas	-	-
mistel	-	-	misgetel	-	-
mistrap	-	-	misgetrap	-	-
misvang	-	-	misgevang	-	-
misverstaan	-	-	misverstaan	-	-
misvorm	-	-	misvorm	-	-
moes	-	moes	-	-	-
moet	-	moes	-	-	-
mooimaak	-	-	mooigemaak	-	-
mooipraat	-	-	mooigepraat	-	-
moor	-	-	-	moordende	-
na-aap	-	-	nageaap	-	-
naaldsteek	-	-	naaldgesteek	-	-
naandsê	-	-	naandgesê	-	-
nababbel	-	-	nagebabbel	-	-
nabestel	-	-	nabestel	-	-
nablaf	-	-	nageblaf	-	-
nably	-	-	nagebly	-	-
naboots	-	-	nageboots	-	-
nabrom	-	-	nagebrom	-	-
nabykom	-	-	nabygekom	-	-
nadateer	-	-	nagedateer	-	-
naderhark	-	-	nadergehark	-	-
naderkruip	-	-	nadergekruip	-	-
naderstaan	-	-	nadergestaan	-	-
nadink	-	-	nagedink	-	-
nadoen	-	-	nagedoen	-	-
nadra	-	-	nagedra	-	-
nadraf	-	-	nagedraf	-	-
nadrentel	-	-	nagedrentel	-	-
nadruk	-	-	nagedruk	-	-
naduik	-	-	nageduik	-	-
nafluit	-	-	nagefluit	-	-
nagaan	-	-	nagegaan	-	-
nagalm	-	-	nagegalm	-	-
nagee	-	-	nagegee	-	-
nagloei	-	-	nagegloei	-	-
nagsê	-	-	naggesê	-	-
nahardloop	-	-	nagehardloop	-	-
nahol	-	-	nagehol	-	-
nahou	-	-	nagehou	-	-
naja	-	-	nageja	-	-
najaag	-	-	nagejaag	-	-
najae	-	-	nagejae	-	-
najou	-	-	nagejou	-	-
naklink	-	-	nageklink	-	-
nakom	-	-	nagekom	-	-
nakruip	-	-	nagekruip	-	-
nakyk	-	-	nagekyk	-	-
nalaat	-	-	nagelaat	-	-
naleef	-	-	nageleef	-	-
nalees	-	-	nagelees	-	-
nalewe	-	-	nagelewe	-	-
naloer	-	-	nageloer	-	-
naloop	-	-	nageloop	-	-
namaak	-	-	nagemaak	-	-
nameet	-	-	nagemeet	-	-
naoog	-	-	nageoog	-	-
napeins	-	-	nagepeins	-	-
napluis	-	-	nagepluis	-	-
napraat	-	-	nagepraat	-	-
nareken	-	-	nagereken	-	-
naroep	-	-	nageroep	-	-
naruk	-	-	nageruk	-	-
naseil	-	-	nageseil	-	-
nasend	-	-	nagesend	-	-
nasien	-	-	nagesien	-	-
nasing	-	-	nagesing	-	-
nasit	-	-	nagesit	-	-
naskets	-	-	nageskets	-	-
naskilder	-	-	nageskilder	-	-
naskreeu	-	-	nageskreeu	-	-
naskryf	-	-	nageskryf	-	-
naskrywe	-	-	nageskrywe	-	-
naslaan	-	-	nageslaan	-	-
naslenter	-	-	nageslenter	-	-
naspeel	-	-	nagespeel	-	-
naspeur	-	-	nagespeur	-	-
naspoor	-	-	nagespoor	-	-
nastaar	-	-	nagestaar	-	-
nastamel	-	-	nagestamel	-	-
nastreef	-	-	nagestreef	-	-
nastrewe	-	-	nagestrewe	-	-
nastuur	-	-	nagestuur	-	-
