# Dutch irregular verbs — mined from the kaikki ∩ Apertium agreement,
# restricted to the lemmas the rule engine misses (empty-lexicon capture,
# scripts/nld/capture_irregulars.sh). Exact match.
# Regenerate: python3 scripts/nld/mine_verbs.py
# lemma	stem	pres	past_sg	past_pl	pp	imp	prespart
aanbidden	aanbid	aanbid,aanbidt,aanbidt,aanbidden,aanbidden,aanbidden	aanbad	aanbaden	aanbeden	aanbid	aanbiddend
aanschouwen	aanschouw	aanschouw,aanschouwt,aanschouwt,aanschouwen,aanschouwen,aanschouwen	aanschouwde	aanschouwden	aanschouwd	aanschouw	aanschouwend
aanvaarden	aanvaard	aanvaard,aanvaardt,aanvaardt,aanvaarden,aanvaarden,aanvaarden	aanvaardde	aanvaardden	aanvaard	aanvaard	aanvaardend
achterhalen	achterhaal	achterhaal,achterhaalt,achterhaalt,achterhalen,achterhalen,achterhalen	achterhaalde	achterhaalden	achterhaald	achterhaal	achterhalend
achtervolgen	achtervolg	achtervolg,achtervolgt,achtervolgt,achtervolgen,achtervolgen,achtervolgen	achtervolgde	achtervolgden	achtervolgd	achtervolg	achtervolgend
alpineskiën	alpineski	alpineski,alpineskiet,alpineskiet,alpineskiën,alpineskiën,alpineskiën	alpineskiede	alpineskieden	gealpineskied	alpineski	alpineskiënd
ambiëren	ambieer	ambieer,ambieert,ambieert,ambiëren,ambiëren,ambiëren	ambieerde	ambieerden	geambieerd	ambieer	ambiërend
ankeren	anker	anker,ankert,ankert,ankeren,ankeren,ankeren	ankerde	ankerden	geankerd	anker	ankerend
associëren	associeer	associeer,associeert,associeert,associëren,associëren,associëren	associeerde	associeerden	geassocieerd	associeer	associërend
baggeren	bagger	bagger,baggert,baggert,baggeren,baggeren,baggeren	baggerde	baggerden	gebaggerd	bagger	baggerend
bakeren	baker	baker,bakert,bakert,bakeren,bakeren,bakeren	bakerde	bakerden	gebakerd	baker	bakerend
bakken	bak	bak,bakt,bakt,bakken,bakken,bakken	bakte	bakten	gebakken	bak	bakkend
barbecuen	barbecue	barbecue,barbecuet,barbecuet,barbecuen,barbecuen,barbecuen	barbecuede	barbecueden	gebarbecued	barbecue	barbecuend
barbecueën	barbecue	barbecue,barbecuet,barbecuet,barbecueën,barbecueën,barbecueën	barbecuede	barbecueden	gebarbecued	barbecue	barbecueënd
barsten	barst	barst,barst,barst,barsten,barsten,barsten	barstte	barstten	gebarsten	barst	barstend
beangstigen	beangstig	beangstig,beangstigt,beangstigt,beangstigen,beangstigen,beangstigen	beangstigde	beangstigden	beangstigd	beangstig	beangstigend
becijferen	becijfer	becijfer,becijfert,becijfert,becijferen,becijferen,becijferen	becijferde	becijferden	becijferd	becijfer	becijferend
bedelen	bedel	bedel,bedelt,bedelt,bedelen,bedelen,bedelen	bedelde	bedelden	gebedeld	bedel	bedelend
bedelven	bedelf	bedelf,bedelft,bedelft,bedelven,bedelven,bedelven	bedolf	bedolven	bedolven	bedelf	bedelvend
bedenken	bedenk	bedenk,bedenkt,bedenkt,bedenken,bedenken,bedenken	bedacht	bedachten	bedacht	bedenk	bedenkend
bederven	bederf	bederf,bederft,bederft,bederven,bederven,bederven	bedierf	bedierven	bedorven	bederf	bedervend
bedingen	beding	beding,bedingt,bedingt,bedingen,bedingen,bedingen	bedong	bedongen	bedongen	beding	bedingend
bedonderen	bedonder	bedonder,bedondert,bedondert,bedonderen,bedonderen,bedonderen	bedonderde	bedonderden	bedonderd	bedonder	bedonderend
bedragen	bedraag	bedraag,bedraagt,bedraagt,bedragen,bedragen,bedragen	bedroeg	bedroegen	bedragen	bedraag	bedragend
bedriegen	bedrieg	bedrieg,bedriegt,bedriegt,bedriegen,bedriegen,bedriegen	bedroog	bedrogen	bedrogen	bedrieg	bedriegend
bedrijven	bedrijf	bedrijf,bedrijft,bedrijft,bedrijven,bedrijven,bedrijven	bedreef	bedreven	bedreven	bedrijf	bedrijvend
bedwingen	bedwing	bedwing,bedwingt,bedwingt,bedwingen,bedwingen,bedwingen	bedwong	bedwongen	bedwongen	bedwing	bedwingend
beeldhouwen	beeldhouw	beeldhouw,beeldhouwt,beeldhouwt,beeldhouwen,beeldhouwen,beeldhouwen	beeldhouwde	beeldhouwden	gebeeldhouwd	beeldhouw	beeldhouwend
beffen	bef	bef,beft,beft,beffen,beffen,beffen	befte	beften	gebeft	bef	beffend
begaan	bega	bega,begaat,begaat,begaan,begaan,begaan	beging	begingen	begaan	bega	begaand
begeven	begeef	begeef,begeeft,begeeft,begeven,begeven,begeven	begaf	begaven	begeven	begeef	begevend
begiftigen	begiftig	begiftig,begiftigt,begiftigt,begiftigen,begiftigen,begiftigen	begiftigde	begiftigden	begiftigd	begiftig	begiftigend
beginnen	begin	begin,begint,begint,beginnen,beginnen,beginnen	begon	begonnen	begonnen	begin	beginnend
begraven	begraaf	begraaf,begraaft,begraaft,begraven,begraven,begraven	begroef	begroeven	begraven	begraaf	begravend
begrijpen	begrijp	begrijp,begrijpt,begrijpt,begrijpen,begrijpen,begrijpen	begreep	begrepen	begrepen	begrijp	begrijpend
begunstigen	begunstig	begunstig,begunstigt,begunstigt,begunstigen,begunstigen,begunstigen	begunstigde	begunstigden	begunstigd	begunstig	begunstigend
behangen	behang	behang,behangt,behangt,behangen,behangen,behangen	behing	behingen	behangen	behang	behangend
behartigen	behartig	behartig,behartigt,behartigt,behartigen,behartigen,behartigen	behartigde	behartigden	behartigd	behartig	behartigend
behouden	behoud	behoud,behoudt,behoudt,behouden,behouden,behouden	behield	behielden	behouden	behoud	behoudend
bekijken	bekijk	bekijk,bekijkt,bekijkt,bekijken,bekijken,bekijken	bekeek	bekeken	bekeken	bekijk	bekijkend
bekken	bek	bek,bekt,bekt,bekken,bekken,bekken	bekte	bekten	gebekt	bek	bekkend
beklimmen	beklim	beklim,beklimt,beklimt,beklimmen,beklimmen,beklimmen	beklom	beklommen	beklommen	beklim	beklimmend
bekomen	bekom	bekom,bekomt,bekomt,bekomen,bekomen,bekomen	bekwam	bekwamen	bekomen	bekom	bekomend
bekommeren	bekommer	bekommer,bekommert,bekommert,bekommeren,bekommeren,bekommeren	bekommerde	bekommerden	bekommerd	bekommer	bekommerend
bekopen	bekoop	bekoop,bekoopt,bekoopt,bekopen,bekopen,bekopen	bekocht	bekochten	bekocht	bekoop	bekopend
bekostigen	bekostig	bekostig,bekostigt,bekostigt,bekostigen,bekostigen,bekostigen	bekostigde	bekostigden	bekostigd	bekostig	bekostigend
bekrachtigen	bekrachtig	bekrachtig,bekrachtigt,bekrachtigt,bekrachtigen,bekrachtigen,bekrachtigen	bekrachtigde	bekrachtigden	bekrachtigd	bekrachtig	bekrachtigend
bekruipen	bekruip	bekruip,bekruipt,bekruipt,bekruipen,bekruipen,bekruipen	bekroop	bekropen	bekropen	bekruip	bekruipend
belasteren	belaster	belaster,belastert,belastert,belasteren,belasteren,belasteren	belasterde	belasterden	belasterd	belaster	belasterend
belazeren	belazer	belazer,belazert,belazert,belazeren,belazeren,belazeren	belazerde	belazerden	belazerd	belazer	belazerend
beledigen	beledig	beledig,beledigt,beledigt,beledigen,beledigen,beledigen	beledigde	beledigden	beledigd	beledig	beledigend
belegeren	beleger	beleger,belegert,belegert,belegeren,belegeren,belegeren	belegerde	belegerden	belegerd	beleger	belegerend
belemmeren	belemmer	belemmer,belemmert,belemmert,belemmeren,belemmeren,belemmeren	belemmerde	belemmerden	belemmerd	belemmer	belemmerend
belenen	beleen	beleen,beleent,beleent,belenen,belenen,belenen	beleende	beleenden	beleend	beleen	belenend
belezen	belees	belees,beleest,beleest,belezen,belezen,belezen	belas	belazen	belezen	belees	belezend
belijden	belijd	belijd,belijdt,belijdt,belijden,belijden,belijden	beleed	beleden	beleden	belijd	belijdend
bellen	bel	bel,belt,belt,bellen,bellen,bellen	belde	belden	gebeld	bel	bellend
belopen	beloop	beloop,beloopt,beloopt,belopen,belopen,belopen	beliep	beliepen	belopen	beloop	belopend
beluisteren	beluister	beluister,beluistert,beluistert,beluisteren,beluisteren,beluisteren	beluisterde	beluisterden	beluisterd	beluister	beluisterend
bemachtigen	bemachtig	bemachtig,bemachtigt,bemachtigt,bemachtigen,bemachtigen,bemachtigen	bemachtigde	bemachtigden	bemachtigd	bemachtig	bemachtigend
bemoedigen	bemoedig	bemoedig,bemoedigt,bemoedigt,bemoedigen,bemoedigen,bemoedigen	bemoedigde	bemoedigden	bemoedigd	bemoedig	bemoedigend
benadelen	benadeel	benadeel,benadeelt,benadeelt,benadelen,benadelen,benadelen	benadeelde	benadeelden	benadeeld	benadeel	benadelend
benaderen	benader	benader,benadert,benadert,benaderen,benaderen,benaderen	benaderde	benaderden	benaderd	benader	benaderend
benodigen	benodig	benodig,benodigt,benodigt,benodigen,benodigen,benodigen	benodigde	benodigden	benodigd	benodig	benodigend
beoordelen	beoordeel	beoordeel,beoordeelt,beoordeelt,beoordelen,beoordelen,beoordelen	beoordeelde	beoordeelden	beoordeeld	beoordeel	beoordelend
bergen	berg	berg,bergt,bergt,bergen,bergen,bergen	borg	borgen	geborgen	berg	bergend
bersten	berst	berst,berst,berst,bersten,bersten,bersten	berstte	berstten	gebersten	berst	berstend
beschadigen	beschadig	beschadig,beschadigt,beschadigt,beschadigen,beschadigen,beschadigen	beschadigde	beschadigden	beschadigd	beschadig	beschadigend
beschijnen	beschijn	beschijn,beschijnt,beschijnt,beschijnen,beschijnen,beschijnen	bescheen	beschenen	beschenen	beschijn	beschijnend
beschilderen	beschilder	beschilder,beschildert,beschildert,beschilderen,beschilderen,beschilderen	beschilderde	beschilderden	beschilderd	beschilder	beschilderend
beschrijven	beschrijf	beschrijf,beschrijft,beschrijft,beschrijven,beschrijven,beschrijven	beschreef	beschreven	beschreven	beschrijf	beschrijvend
beschuldigen	beschuldig	beschuldig,beschuldigt,beschuldigt,beschuldigen,beschuldigen,beschuldigen	beschuldigde	beschuldigden	beschuldigd	beschuldig	beschuldigend
beslaan	besla	besla,beslaat,beslaat,beslaan,beslaan,beslaan	besloeg	besloegen	beslagen	besla	beslaand
besluiten	besluit	besluit,besluit,besluit,besluiten,besluiten,besluiten	besloot	besloten	besloten	besluit	besluitend
besnijden	besnij	besnij,besnijdt,besnijdt,besnijden,besnijden,besnijden	besneed	besneden	besneden	besnij	besnijdend
bespelen	bespeel	bespeel,bespeelt,bespeelt,bespelen,bespelen,bespelen	bespeelde	bespeelden	bespeeld	bespeel	bespelend
bespreken	bespreek	bespreek,bespreekt,bespreekt,bespreken,bespreken,bespreken	besprak	bespraken	besproken	bespreek	besprekend
bespringen	bespring	bespring,bespringt,bespringt,bespringen,bespringen,bespringen	besprong	besprongen	besprongen	bespring	bespringend
bestaan	besta	besta,bestaat,bestaat,bestaan,bestaan,bestaan	bestond	bestonden	bestaan	besta	bestaand
besterven	besterf	besterf,besterft,besterft,besterven,besterven,besterven	bestierf	bestierven	bestorven	besterf	bestervend
bestijgen	bestijg	bestijg,bestijgt,bestijgt,bestijgen,bestijgen,bestijgen	besteeg	bestegen	bestegen	bestijg	bestijgend
bestrijden	bestrijd	bestrijd,bestrijdt,bestrijdt,bestrijden,bestrijden,bestrijden	bestreed	bestreden	bestreden	bestrijd	bestrijdend
bestrijken	bestrijk	bestrijk,bestrijkt,bestrijkt,bestrijken,bestrijken,bestrijken	bestreek	bestreken	bestreken	bestrijk	bestrijkend
betonneren	betonneer	betonneer,betonneert,betonneert,betonneren,betonneren,betonneren	betonneerde	betonneerden	gebetonneerd	betonneer	betonnerend
betoveren	betover	betover,betovert,betovert,betoveren,betoveren,betoveren	betoverde	betoverden	betoverd	betover	betoverend
betreden	betreed	betreed,betreedt,betreedt,betreden,betreden,betreden	betrad	betraden	betreden	betreed	betredend
betreffen	betref	betref,betreft,betreft,betreffen,betreffen,betreffen	betrof	betroffen	betroffen	betref	betreffend
betrekken	betrek	betrek,betrekt,betrekt,betrekken,betrekken,betrekken	betrok	betrokken	betrokken	betrek	betrekkend
bevallen	beval	beval,bevalt,bevalt,bevallen,bevallen,bevallen	beviel	bevielen	bevallen	beval	bevallend
bevechten	bevecht	bevecht,bevecht,bevecht,bevechten,bevechten,bevechten	bevocht	bevochten	bevochten	bevecht	bevechtend
beveiligen	beveilig	beveilig,beveiligt,beveiligt,beveiligen,beveiligen,beveiligen	beveiligde	beveiligden	beveiligd	beveilig	beveiligend
bevelen	beveel	beveel,beveelt,beveelt,bevelen,bevelen,bevelen	beval	bevalen	bevolen	beveel	bevelend
bevestigen	bevestig	bevestig,bevestigt,bevestigt,bevestigen,bevestigen,bevestigen	bevestigde	bevestigden	bevestigd	bevestig	bevestigend
bevinden	bevind	bevind,bevindt,bevindt,bevinden,bevinden,bevinden	bevond	bevonden	bevonden	bevind	bevindend
bevoordelen	bevoordeel	bevoordeel,bevoordeelt,bevoordeelt,bevoordelen,bevoordelen,bevoordelen	bevoordeelde	bevoordeelden	bevoordeeld	bevoordeel	bevoordelend
bevorderen	bevorder	bevorder,bevordert,bevordert,bevorderen,bevorderen,bevorderen	bevorderde	bevorderden	bevorderd	bevorder	bevorderend
bevredigen	bevredig	bevredig,bevredigt,bevredigt,bevredigen,bevredigen,bevredigen	bevredigde	bevredigden	bevredigd	bevredig	bevredigend
bevriezen	bevries	bevries,bevriest,bevriest,bevriezen,bevriezen,bevriezen	bevroor	bevroren	bevroren	bevries	bevriezend
bewegen	beweeg	beweeg,beweegt,beweegt,bewegen,bewegen,bewegen	bewoog	bewogen	bewogen	beweeg	bewegend
bewerkstelligen	bewerkstellig	bewerkstellig,bewerkstelligt,bewerkstelligt,bewerkstelligen,bewerkstelligen,bewerkstelligen	bewerkstelligde	bewerkstelligden	bewerkstelligd	bewerkstellig	bewerkstelligend
bewijzen	bewijs	bewijs,bewijst,bewijst,bewijzen,bewijzen,bewijzen	bewees	bewezen	bewezen	bewijs	bewijzend
bewonderen	bewonder	bewonder,bewondert,bewondert,bewonderen,bewonderen,bewonderen	bewonderde	bewonderden	bewonderd	bewonder	bewonderend
bezichtigen	bezichtig	bezichtig,bezichtigt,bezichtigt,bezichtigen,bezichtigen,bezichtigen	bezichtigde	bezichtigden	bezichtigd	bezichtig	bezichtigend
bezien	bezie	bezie,beziet,beziet,bezien,bezien,bezien	bezag	bezagen	bezien	bezie	beziend
bezinnen	bezin	bezin,bezint,bezint,bezinnen,bezinnen,bezinnen	bezon	bezonnen	bezonnen	bezin	bezinnend
bezitten	bezit	bezit,bezit,bezit,bezitten,bezitten,bezitten	bezat	bezaten	bezeten	bezit	bezittend
bezoeken	bezoek	bezoek,bezoekt,bezoekt,bezoeken,bezoeken,bezoeken	bezocht	bezochten	bezocht	bezoek	bezoekend
bezuinigen	bezuinig	bezuinig,bezuinigt,bezuinigt,bezuinigen,bezuinigen,bezuinigen	bezuinigde	bezuinigden	bezuinigd	bezuinig	bezuinigend
bezweren	bezweer	bezweer,bezweert,bezweert,bezweren,bezweren,bezweren	bezwoer	bezwoeren	bezworen	bezweer	bezwerend
bezwijken	bezwijk	bezwijk,bezwijkt,bezwijkt,bezwijken,bezwijken,bezwijken	bezweek	bezweken	bezweken	bezwijk	bezwijkend
beëdigen	beëdig	beëdig,beëdigt,beëdigt,beëdigen,beëdigen,beëdigen	beëdigde	beëdigden	beëdigd	beëdig	beëdigend
beëindigen	beëindig	beëindig,beëindigt,beëindigt,beëindigen,beëindigen,beëindigen	beëindigde	beëindigden	beëindigd	beëindig	beëindigend
bibberen	bibber	bibber,bibbert,bibbert,bibberen,bibberen,bibberen	bibberde	bibberden	gebibberd	bibber	bibberend
bidden	bid	bid,bidt,bidt,bidden,bidden,bidden	bad	baden	gebeden	bid	biddend
bieden	bied	bied,biedt,biedt,bieden,bieden,bieden	bood	boden	geboden	bied	biedend
bijten	bijt	bijt,bijt,bijt,bijten,bijten,bijten	beet	beten	gebeten	bijt	bijtend
binden	bind	bind,bindt,bindt,binden,binden,binden	bond	bonden	gebonden	bind	bindend
blakeren	blaker	blaker,blakert,blakert,blakeren,blakeren,blakeren	blakerde	blakerden	geblakerd	blaker	blakerend
blazen	blaas	blaas,blaast,blaast,blazen,blazen,blazen	blies	bliezen	geblazen	blaas	blazend
blijken	blijk	blijk,blijkt,blijkt,blijken,blijken,blijken	bleek	bleken	gebleken	blijk	blijkend
blijven	blijf	blijf,blijft,blijft,blijven,blijven,blijven	bleef	bleven	gebleven	blijf	blijvend
blinken	blink	blink,blinkt,blinkt,blinken,blinken,blinken	blonk	blonken	geblonken	blink	blinkend
borsten	borst	borst,borst,borst,borsten,borsten,borsten	borstte	borstten	geborsten	borst	borstend
brandschilderen	brandschilder	brandschilder,brandschildert,brandschildert,brandschilderen,brandschilderen,brandschilderen	brandschilderde	brandschilderden	gebrandschilderd	brandschilder	brandschilderend
breken	breek	breek,breekt,breekt,breken,breken,breken	brak	braken	gebroken	breek	brekend
brengen	breng	breng,brengt,brengt,brengen,brengen,brengen	bracht	brachten	gebracht	breng	brengend
browsen	browse	browse,browset,browset,browsen,browsen,browsen	browsede	browseden	gebrowsed	browse	browsend
buigen	buig	buig,buigt,buigt,buigen,buigen,buigen	boog	bogen	gebogen	buig	buigend
bulderen	bulder	bulder,buldert,buldert,bulderen,bulderen,bulderen	bulderde	bulderden	gebulderd	bulder	bulderend
cijferen	cijfer	cijfer,cijfert,cijfert,cijferen,cijferen,cijferen	cijferde	cijferden	gecijferd	cijfer	cijferend
computeren	computer	computer,computert,computert,computeren,computeren,computeren	computerde	computerden	gecomputerd	computer	computerend
concipiëren	concipieer	concipieer,concipieert,concipieert,concipiëren,concipiëren,concipiëren	concipieerde	concipieerden	geconcipieerd	concipieer	concipiërend
crashen	crash	crash,crasht,crasht,crashen,crashen,crashen	crashte	crashten	gecrasht	crash	crashend
creëren	creëer	creëer,creëert,creëert,creëren,creëren,creëren	creëerde	creëerden	gecreëerd	creëer	creërend
daveren	daver	daver,davert,davert,daveren,daveren,daveren	daverde	daverden	gedaverd	daver	daverend
definiëren	definieer	definieer,definieert,definieert,definiëren,definiëren,definiëren	definieerde	definieerden	gedefinieerd	definieer	definiërend
denderen	dender	dender,dendert,dendert,denderen,denderen,denderen	denderde	denderden	gedenderd	dender	denderend
denken	denk	denk,denkt,denkt,denken,denken,denken	dacht	dachten	gedacht	denk	denkend
differentiëren	differentieer	differentieer,differentieert,differentieert,differentiëren,differentiëren,differentiëren	differentieerde	differentieerden	gedifferentieerd	differentieer	differentiërend
dingen	ding	ding,dingt,dingt,dingen,dingen,dingen	dong	dongen	gedongen	ding	dingend
doen	doe	doe,doet,doet,doen,doen,doen	deed	deden	gedaan	doe	doend
donderen	donder	donder,dondert,dondert,donderen,donderen,donderen	donderde	donderden	gedonderd	donder	donderend
doorboren	doorboor	doorboor,doorboort,doorboort,doorboren,doorboren,doorboren	doorboorde	doorboorden	doorboord	doorboor	doorborend
doorgronden	doorgrond	doorgrond,doorgrondt,doorgrondt,doorgronden,doorgronden,doorgronden	doorgrondde	doorgrondden	doorgrond	doorgrond	doorgrondend
doorkruisen	doorkruis	doorkruis,doorkruist,doorkruist,doorkruisen,doorkruisen,doorkruisen	doorkruiste	doorkruisten	doorkruist	doorkruis	doorkruisend
doorstaan	doorsta	doorsta,doorstaat,doorstaat,doorstaan,doorstaan,doorstaan	doorstond	doorstonden	doorstaan	doorsta	doorstaand
doorzien	doorzie	doorzie,doorziet,doorziet,doorzien,doorzien,doorzien	doorzag	doorzagen	doorzien	doorzie	doorziend
doorzoeken	doorzoek	doorzoek,doorzoekt,doorzoekt,doorzoeken,doorzoeken,doorzoeken	doorzocht	doorzochten	doorzocht	doorzoek	doorzoekend
downloaden	download	download,downloadt,downloadt,downloaden,downloaden,downloaden	downloadde	downloadden	gedownload	download	downloadend
dragen	draag	draag,draagt,draagt,dragen,dragen,dragen	droeg	droegen	gedragen	draag	dragend
drijven	drijf	drijf,drijft,drijft,drijven,drijven,drijven	dreef	dreven	gedreven	drijf	drijvend
dringen	dring	dring,dringt,dringt,dringen,dringen,dringen	drong	drongen	gedrongen	dring	dringend
drinken	drink	drink,drinkt,drinkt,drinken,drinken,drinken	dronk	dronken	gedronken	drink	drinkend
druipen	druip	druip,druipt,druipt,druipen,druipen,druipen	droop	dropen	gedropen	druip	druipend
duiken	duik	duik,duikt,duikt,duiken,duiken,duiken	dook	doken	gedoken	duik	duikend
duwen	duw	duw,duwt,duwt,duwen,duwen,duwen	duwde	duwden	geduwd	duw	duwend
dwingen	dwing	dwing,dwingt,dwingt,dwingen,dwingen,dwingen	dwong	dwongen	gedwongen	dwing	dwingend
e-mailen	e-mail	e-mail,e-mailt,e-mailt,e-mailen,e-mailen,e-mailen	e-mailde	e-mailden	ge-e-maild	e-mail	e-mailend
echoën	echo	echo,echoot,echoot,echoën,echoën,echoën	echode	echoden	geëchood	echo	echoënd
ecraseren	ecraseer	ecraseer,ecraseert,ecraseert,ecraseren,ecraseren,ecraseren	ecraseerde	ecraseerden	geëcraseerd	ecraseer	ecraserend
effectueren	effectueer	effectueer,effectueert,effectueert,effectueren,effectueren,effectueren	effectueerde	effectueerden	geëffectueerd	effectueer	effectuerend
eggen	eg	eg,egt,egt,eggen,eggen,eggen	egde	egden	geëgd	eg	eggend
eindigen	eindig	eindig,eindigt,eindigt,eindigen,eindigen,eindigen	eindigde	eindigden	geëindigd	eindig	eindigend
eisen	eis	eis,eist,eist,eisen,eisen,eisen	eiste	eisten	geëist	eis	eisend
ejaculeren	ejaculeer	ejaculeer,ejaculeert,ejaculeert,ejaculeren,ejaculeren,ejaculeren	ejaculeerde	ejaculeerden	geëjaculeerd	ejaculeer	ejaculerend
emanciperen	emancipeer	emancipeer,emancipeert,emancipeert,emanciperen,emanciperen,emanciperen	emancipeerde	emancipeerden	geëmancipeerd	emancipeer	emanciperend
emigreren	emigreer	emigreer,emigreert,emigreert,emigreren,emigreren,emigreren	emigreerde	emigreerden	geëmigreerd	emigreer	emigrerend
emmeren	emmer	emmer,emmert,emmert,emmeren,emmeren,emmeren	emmerde	emmerden	geëmmerd	emmer	emmerend
emotioneren	emotioneer	emotioneer,emotioneert,emotioneert,emotioneren,emotioneren,emotioneren	emotioneerde	emotioneerden	geëmotioneerd	emotioneer	emotionerend
emulgeren	emulgeer	emulgeer,emulgeert,emulgeert,emulgeren,emulgeren,emulgeren	emulgeerde	emulgeerden	geëmulgeerd	emulgeer	emulgerend
engageren	engageer	engageer,engageert,engageert,engageren,engageren,engageren	engageerde	engageerden	geëngageerd	engageer	engagerend
ensceneren	ensceneer	ensceneer,ensceneert,ensceneert,ensceneren,ensceneren,ensceneren	ensceneerde	ensceneerden	geënsceneerd	ensceneer	enscenerend
enten	ent	ent,ent,ent,enten,enten,enten	entte	entten	geënt	ent	entend
equiperen	equipeer	equipeer,equipeert,equipeert,equiperen,equiperen,equiperen	equipeerde	equipeerden	geëquipeerd	equipeer	equiperend
erbarmen	erbarm	erbarm,erbarmt,erbarmt,erbarmen,erbarmen,erbarmen	erbarmde	erbarmden	erbarmd	erbarm	erbarmend
eren	eer	eer,eer,eert,eren,eren,eren	eerde	eerden	geëerd	eer	erend
ergeren	erger	erger,ergert,ergert,ergeren,ergeren,ergeren	ergerde	ergerden	geërgerd	erger	ergerend
erkennen	erken	erken,erkent,erkent,erkennen,erkennen,erkennen	erkende	erkenden	erkend	erken	erkennend
ervaren	ervaar	ervaar,ervaart,ervaart,ervaren,ervaren,ervaren	ervoer	ervoeren	ervaren	ervaar	ervarend
erven	erf	erf,erft,erft,erven,erven,erven	erfde	erfden	geërfd	erf	ervend
escorteren	escorteer	escorteer,escorteert,escorteert,escorteren,escorteren,escorteren	escorteerde	escorteerden	geëscorteerd	escorteer	escorterend
etaleren	etaleer	etaleer,etaleert,etaleert,etaleren,etaleren,etaleren	etaleerde	etaleerden	geëtaleerd	etaleer	etalerend
eten	eet	eet,eet,eet,eten,eten,eten	at	aten	gegeten	eet	etend
evacueren	evacueer	evacueer,evacueert,evacueert,evacueren,evacueren,evacueren	evacueerde	evacueerden	geëvacueerd	evacueer	evacuerend
evalueren	evalueer	evalueer,evalueert,evalueert,evalueren,evalueren,evalueren	evalueerde	evalueerden	geëvalueerd	evalueer	evaluerend
evolueren	evolueer	evolueer,evolueert,evolueert,evolueren,evolueren,evolueren	evolueerde	evolueerden	geëvolueerd	evolueer	evoluerend
exciteren	exciteer	exciteer,exciteert,exciteert,exciteren,exciteren,exciteren	exciteerde	exciteerden	geëxciteerd	exciteer	exciterend
executeren	executeer	executeer,executeert,executeert,executeren,executeren,executeren	executeerde	executeerden	geëxecuteerd	executeer	executerend
expanderen	expandeer	expandeer,expandeert,expandeert,expanderen,expanderen,expanderen	expandeerde	expandeerden	geëxpandeerd	expandeer	expanderend
experimenteren	experimenteer	experimenteer,experimenteert,experimenteert,experimenteren,experimenteren,experimenteren	experimenteerde	experimenteerden	geëxperimenteerd	experimenteer	experimenterend
exploiteren	exploiteer	exploiteer,exploiteert,exploiteert,exploiteren,exploiteren,exploiteren	exploiteerde	exploiteerden	geëxploiteerd	exploiteer	exploiterend
exposeren	exposeer	exposeer,exposeert,exposeert,exposeren,exposeren,exposeren	exposeerde	exposeerden	geëxposeerd	exposeer	exposerend
faxen	fax	fax,faxt,faxt,faxen,faxen,faxen	faxte	faxten	gefaxt	fax	faxend
finishen	finish	finish,finisht,finisht,finishen,finishen,finishen	finishte	finishten	gefinisht	finish	finishend
fladderen	fladder	fladder,fladdert,fladdert,fladderen,fladderen,fladderen	fladderde	fladderden	gefladderd	fladder	fladderend
flikkeren	flikker	flikker,flikkert,flikkert,flikkeren,flikkeren,flikkeren	flikkerde	flikkerden	geflikkerd	flikker	flikkerend
fluisteren	fluister	fluister,fluistert,fluistert,fluisteren,fluisteren,fluisteren	fluisterde	fluisterden	gefluisterd	fluister	fluisterend
fluiten	fluit	fluit,fluit,fluit,fluiten,fluiten,fluiten	floot	floten	gefloten	fluit	fluitend
foeteren	foeter	foeter,foetert,foetert,foeteren,foeteren,foeteren	foeterde	foeterden	gefoeterd	foeter	foeterend
folteren	folter	folter,foltert,foltert,folteren,folteren,folteren	folterde	folterden	gefolterd	folter	folterend
frunniken	frunnik	frunnik,frunnikt,frunnikt,frunniken,frunniken,frunniken	frunnikte	frunnikten	gefrunnikt	frunnik	frunnikend
gaan	ga	ga,gaat,gaat,gaan,gaan,gaan	ging	gingen	gegaan	ga	gaand
gamen	game	game,gamet,gamet,gamen,gamen,gamen	gamede	gameden	gegamed	game	gamend
gebieden	gebied	gebied,gebiedt,gebiedt,gebieden,gebieden,gebieden	gebood	geboden	geboden	gebied	gebiedend
gedenken	gedenk	gedenk,gedenkt,gedenkt,gedenken,gedenken,gedenken	gedacht	gedachten	gedacht	gedenk	gedenkend
geeuwen	geeuw	geeuw,geeuwt,geeuwt,geeuwen,geeuwen,geeuwen	geeuwde	geeuwden	gegeeuwd	geeuw	geeuwend
gekscheren	gekscheer	gekscheer,gekscheert,gekscheert,gekscheren,gekscheren,gekscheren	gekscheerde	gekscheerden	gegekscheerd	gekscheer	gekscherend
gelden	geld	geld,geldt,geldt,gelden,gelden,gelden	gold	golden	gegolden	geld	geldend
gelijken	gelijk	gelijk,gelijkt,gelijkt,gelijken,gelijken,gelijken	geleek	geleken	geleken	gelijk	gelijkend
generaliseren	generaliseer	generaliseer,generaliseert,generaliseert,generaliseren,generaliseren,generaliseren	generaliseerde	generaliseerden	gegeneraliseerd	generaliseer	generaliserend
genereren	genereer	genereer,genereert,genereert,genereren,genereren,genereren	genereerde	genereerden	gegenereerd	genereer	genererend
genezen	genees	genees,geneest,geneest,genezen,genezen,genezen	genas	genazen	genezen	genees	genezend
genieten	geniet	geniet,geniet,geniet,genieten,genieten,genieten	genoot	genoten	genoten	geniet	genietend
