# lemma	prs1sg	prs2sg	prs3sg	prs1pl	prs2pl	prs3pl	sbjv3	imp2sg	ptcp	ger	ipfv1sg	pfv3sg ("-" = derive)
spăimânta	spăimânt	spăimânți	spăimântă	-	-	spăimântă	spăimânte	spăimântă	-	-	-	-
spăla	spăl	speli	spală	spălăm	spălați	spală	spele	spală	spălat	spălând	spălam	spălă
spărgălui	spărgăluiesc	spărgăluiești	spărgăluiește	spărgăluim	spărgăluiți	spărgăluiesc	spărgăluiască	spărgăluiește	spărgăluit	spărgăluind	spărgăluiam	spărgălui
spătui	spătuiesc	spătuiești	spătuiește	spătuim	spătuiți	spătuiesc	spătuiască	spătuiește	spătuit	spătuind	spătuiam	spătui
sta	stau	stai	stă	stăm	stați	stau	stea	stai	stat	stând	stăteam	stătu
statua	statuez	statuezi	statuează	statuăm	statuați	statuează	statueze	statuează	statuat	statuând	statuam	statuă
stenodactilografia	stenodactilografiez	stenodactilografiezi	stenodactilografiază	stenodactilografiem	stenodactilografiați	stenodactilografiază	stenodactilografieze	stenodactilografiază	stenodactilografiat	stenodactilografiind	stenodactilografiam	stenodactilografie
stenografia	stenografiez	stenografiezi	stenografiază	stenografiem	stenografiați	stenografiază	stenografieze	stenografiază	stenografiat	stenografiind	stenografiam	stenografie
stetografia	stetografiez	stetografiezi	stetografiază	stetografiem	stetografiați	stetografiază	stetografieze	stetografiază	stetografiat	stetografiind	stetografiam	stetografie
sticlui	sticluiesc	sticluiești	sticluiește	sticluim	sticluiți	sticluiesc	sticluiască	sticluiește	sticluit	sticluind	sticluiam	sticlui
stihui	stihuiesc	stihuiești	stihuiește	stihuim	stihuiți	stihuiesc	stihuiască	stihuiește	stihuit	stihuind	stihuiam	stihui
stinge	-	-	-	-	-	-	-	-	stins	-	-	stinse
stipendia	stipendiez	stipendiezi	stipendiază	stipendiem	stipendiați	stipendiază	stipendieze	stipendiază	stipendiat	stipendiind	stipendiam	stipendie
stivui	stivuiesc	stivuiești	stivuiește	stivuim	stivuiți	stivuiesc	stivuiască	stivuiește	stivuit	stivuind	stivuiam	stivui
stoarce	storc	storci	stoarce	stoarcem	stoarceți	storc	stoarcă	stoarce	stors	storcând	storceam	stoarse
strechea	strechez	strechezi	strechează	strechem	strecheați	strechează	strecheze	strechează	strecheat	strechind	strecheam	streche
strechia	strechiez	strechiezi	strechiază	strechiem	strechiați	strechiază	strechie	strechiază	strechiat	strechiind	strechiam	strechie
strejui	strejuiesc	strejuiești	strejuiește	strejuim	strejuiți	strejuiesc	strejuiască	strejuiește	strejuit	strejuind	strejuiam	strejui
stria	striez	striezi	striază	striem	striați	striază	strieze	striază	striat	striind	striam	strie
struncina	struncin	struncini	struncină	-	-	struncină	struncine	struncină	-	-	-	-
strânge	-	-	-	-	-	-	-	-	strâns	-	-	strânse
străbate	-	-	-	-	-	-	-	-	străbătut	străbătând	străbăteam	străbătu
strădui	străduiesc	străduiești	străduiește	străduim	străduiți	străduiesc	străduiască	străduiește	străduit	străduind	străduiam	strădui
strădănui	strădănuiesc	strădănuiești	strădănuiește	strădănuim	strădănuiți	strădănuiesc	strădănuiască	strădănuiește	strădănuit	strădănuind	strădănuiam	strădănui
străfiga	străfig	străfigi	străfigă	-	-	străfigă	străfige	străfigă	-	-	-	-
străfloca	străfloc	străfloci	străflocă	străflocăm	străflocați	străflocă	străfloce	străflocă	străflocat	străflocând	străflocam	străflocă
străfulgera	străfulger	străfulgeri	străfulgeră	străfulgerăm	străfulgerați	străfulgeră	străfulgere	străfulgeră	străfulgerat	străfulgerând	străfulgeram	străfulgeră
străgheța	străgheț	străgheți	străgheață	străghețăm	străghețați	străgheață	străghețe	străgheață	străghețat	străghețând	străghețam	străgheță
străjui	străjuiesc	străjuiești	străjuiește	străjuim	străjuiți	străjuiesc	străjuiască	străjuiește	străjuit	străjuind	străjuiam	străjui
strămura	strămur	strămuri	strămură	-	-	strămură	strămure	strămură	-	-	-	-
străntuneca	-	-	străntunecă	-	-	-	străntunece	-	străntunecat	străntunecând	-	străntunecă
străpunge	-	-	-	-	-	-	-	-	străpuns	-	-	străpunse
străstui	străstuiesc	străstuiești	străstuiește	străstuim	străstuiți	străstuiesc	străstuiască	străstuiește	străstuit	străstuind	străstuiam	străstui
strătui	strătuiesc	strătuiești	strătuiește	strătuim	strătuiți	strătuiesc	strătuiască	strătuiește	strătuit	strătuind	strătuiam	strătui
strătăia	-	-	-	-	-	-	-	-	-	strătăind	-	strătăie
străvedea	străvăd	străvezi	străvede	străvedem	străvedeți	străvăd	străvadă	străvezi	străvăzut	străvăzând	străvedeam	străvăzu
studia	studiez	studiezi	studiază	studiem	studiați	studiază	studieze	studiază	studiat	studiind	studiam	studie
stui	stuiesc	stuiești	stuiește	stuim	stuiți	stuiesc	stuiască	stuiește	stuit	stuind	stuiam	stui
stupefia	stupefiez	stupefiezi	stupefiază	stupefiem	stupefiați	stupefiază	stupefieze	stupefiază	stupefiat	stupefiind	stupefiam	stupefie
stărui	stăruiesc	stăruiești	stăruiește	stăruim	stăruiți	stăruiesc	stăruiască	stăruiește	stăruit	stăruind	stăruiam	stărui
stăura	stăur	stăuri	stăură	-	-	stăură	stăure	stăură	-	-	-	-
subaprecia	subapreciez	subapreciezi	subapreciază	subapreciem	subapreciați	subapreciază	subaprecieze	subapreciază	subapreciat	subapreciind	subapreciam	subaprecie
subdivide	-	-	-	-	-	-	-	-	-	subdivizând	-	-
suberifica	suberific	suberifici	suberifică	-	-	suberifică	suberifice	suberifică	-	-	-	-
subevalua	subevaluez	subevaluezi	subevaluează	subevaluăm	subevaluați	subevaluează	subevalueze	subevaluează	subevaluat	subevaluând	subevaluam	subevaluă
subexpune	subexpun	subexpui	subexpune	subexpunem	subexpuneți	subexpun	subexpună	subexpune	subexpus	subexpunând	subexpuneam	subexpuse
sublinia	subliniez	subliniezi	subliniază	subliniem	subliniați	subliniază	sublinieze	subliniază	subliniat	subliniind	subliniam	sublinie
submerge	submerg	submergi	submerge	submergem	submergeți	submerg	submeargă	submergi	submers	submergând	submergeam	submerse
submite	-	-	-	-	-	-	-	-	submis	submițând	-	submise
subroga	subrog	subrogi	subrogă	subrogăm	subrogați	subrogă	subroge	subrogă	subrogat	subrogând	subrogam	subrogă
subscrie	subscriu	subscrii	subscrie	subscriem	subscrieți	subscriu	subscrie	subscrie	subscris	subscriind	subscriam	subscrise
substantifica	substantific	substantifici	substantifică	-	-	substantifică	substantifice	substantifică	-	-	-	-
substitua	-	-	-	substituăm	substituați	-	-	-	substituat	substituând	substituam	substituă
substitui	substitui	substitui	substituie	substituim	substituiți	substituie	substituie	substituie	substituit	substituind	substituiam	substitui
subtrahirui	subtrahiruiesc	subtrahiruiești	subtrahiruiește	subtrahiruim	subtrahiruiți	subtrahiruiesc	subtrahiruiască	subtrahiruiește	subtrahiruit	subtrahiruind	subtrahiruiam	subtrahirui
subtîncinge	-	-	-	-	-	-	-	-	subtîncins	-	-	subtîncinse
subveni	subvin	subvii	subvine	subvenim	subveniți	subvin	subvină	subvino	subvenit	subvenind	subveneam	subveni
subînchiria	subînchiriez	subînchiriezi	subînchiriază	subînchiriem	subînchiriați	subînchiriază	subînchirieze	subînchiriază	subînchiriat	subînchiriind	subînchiriam	subînchirie
subîntinde	-	-	-	-	-	-	-	-	subîntins	subîntinzând	-	subîntinse
subînțelege	-	-	-	-	-	-	-	-	subînțeles	-	-	subînțelese
subția	subțiez	subțiezi	subțiază	subțiem	subțiați	subțiază	subțieze	subțiază	subțiat	subțiind	subțiam	subție
succeda	succed	succezi	succedă	succedăm	succedați	succedă	succeadă	succedă	succedat	succedând	succedam	succedă
sucomba	sucomb	sucombi	sucombă	sucombăm	sucombați	sucombă	sucombe	sucombă	sucombat	sucombând	sucombam	sucombă
sucui	sucuiesc	sucuiești	sucuiește	sucuim	sucuiți	sucuiesc	sucuiască	sucuiește	sucuit	sucuind	sucuiam	sucui
sudui	sudui	sudui	suduie	suduim	suduiți	suduie	suduie	suduie	suduit	suduind	suduiam	sudui
suferi	sufăr	suferi	suferă	suferim	suferiți	suferă	sufere	suferă	suferit	suferind	sufeream	suferi
sufla	suflu	sufli	suflă	suflăm	suflați	suflă	sufle	suflă	suflat	suflând	suflam	suflă
sufleca	suflec	sufleci	suflecă	suflecăm	suflecați	suflecă	suflece	suflecă	suflecat	suflecând	suflecam	suflecă
suflica	suflic	suflici	suflică	-	-	suflică	suflice	suflică	-	-	-	-
sufoca	sufoc	sufoci	sufocă	sufocăm	sufocați	sufocă	sufoce	sufocă	sufocat	sufocând	sufocam	sufocă
suge	-	-	-	-	-	-	-	-	supt	-	-	supse
sui	sui	sui	suie	suim	suiți	suie	suie	suie	suit	suind	suiam	sui
sumeca	sumec	sumeci	sumecă	sumecăm	sumecați	sumecă	sumece	sumecă	sumecat	sumecând	sumecam	sumecă
sumete	-	-	-	-	-	-	-	-	sumes	sumețând	-	sumese
sumeteca	sumetec	sumeteci	sumetecă	sumetecăm	sumetecați	sumetecă	sumetece	sumetecă	sumetecat	sumetecând	sumetecam	sumetecă
suminica	suminic	suminici	suminică	-	-	suminică	suminice	suminică	-	-	-	-
sumite	-	-	-	-	-	-	-	-	sumis	sumițând	-	sumise
superelogia	superelogiez	superelogiezi	superelogiază	superelogiem	superelogiați	superelogiază	superelogieze	superelogiază	superelogiat	superelogiind	superelogiam	superelogie
superpune	superpun	superpui	superpune	superpunem	superpuneți	superpun	superpună	superpune	superpus	superpunând	superpuneam	superpuse
suplea	supleez	supleezi	supleează	supleăm	supleați	supleează	supleeze	supleează	supleat	supleând	supleam	supleă
supleca	suplec	supleci	suplecă	suplecăm	suplecați	suplecă	suplece	suplecă	suplecat	suplecând	suplecam	suplecă
suplicia	-	-	-	-	-	-	-	-	-	-	-	suplicie
suporta	suport	suporți	suportă	suportăm	suportați	suportă	suporte	suportă	suportat	suportând	suportam	suportă
supraadăuga	supraadaug	supraadaugi	supraadaugă	supraadăugăm	supraadăugați	supraadaugă	supraadauge	supraadaugă	supraadăugat	supraadăugând	supraadăugam	supraadăugă
supraaprecia	supraapreciez	supraapreciezi	supraapreciază	supraapreciem	supraapreciați	supraapreciază	supraaprecieze	supraapreciază	supraapreciat	supraapreciind	supraapreciam	supraaprecie
supracomprima	supracomprim	supracomprimi	supracomprimă	-	-	supracomprimă	supracomprime	supracomprimă	-	-	-	-
supraduce	supraduc	supraduci	supraduce	supraducem	supraduceți	supraduc	supraducă	supradu	supradus	supraducând	supraduceam	supraduse
supraelogia	supraelogiez	supraelogiezi	supraelogiază	supraelogiem	supraelogiați	supraelogiază	supraelogieze	supraelogiază	supraelogiat	supraelogiind	supraelogiam	supraelogie
supraevalua	supraevaluez	supraevaluezi	supraevaluează	supraevaluăm	supraevaluați	supraevaluează	supraevalueze	supraevaluează	supraevaluat	supraevaluând	supraevaluam	supraevaluă
supraexpune	supraexpun	supraexpui	supraexpune	supraexpunem	supraexpuneți	supraexpun	supraexpună	supraexpune	supraexpus	supraexpunând	supraexpuneam	supraexpuse
supraprețui	supraprețuiesc	supraprețuiești	supraprețuiește	supraprețuim	supraprețuiți	supraprețuiesc	supraprețuiască	supraprețuiește	supraprețuit	supraprețuind	supraprețuiam	supraprețui
supraproduce	-	-	-	-	-	-	-	-	supraprodus	-	-	supraproduse
suprapune	suprapun	suprapui	suprapune	suprapunem	suprapuneți	suprapun	suprapună	suprapune	suprapus	suprapunând	suprapuneam	suprapuse
suprasolicita	suprasolicit	suprasoliciți	suprasolicită	-	-	suprasolicită	suprasolicite	suprasolicită	-	-	-	-
supraucide	-	-	-	-	-	-	-	-	supraucis	supraucigând	-	supraucise
supraveghea	supraveghez	supraveghezi	supraveghează	supraveghem	supravegheați	supraveghează	supravegheze	supraveghează	supravegheat	supraveghind	supravegheam	supraveghe
supraviețui	supraviețuiesc	supraviețuiești	supraviețuiește	supraviețuim	supraviețuiți	supraviețuiesc	supraviețuiască	supraviețuiește	supraviețuit	supraviețuind	supraviețuiam	supraviețui
supraînălța	supraînalț	supraînalți	supraînalță	supraînălțăm	supraînălțați	supraînalță	supraînalțe	supraînalță	supraînălțat	supraînălțând	supraînălțam	supraînălță
suptmite	-	-	-	-	-	-	-	-	suptmis	suptmițând	-	suptmise
supune	supun	supui	supune	supunem	supuneți	supun	supună	supune	supus	supunând	supuneam	supuse
supurlui	supurluiesc	supurluiești	supurluiește	supurluim	supurluiți	supurluiesc	supurluiască	supurluiește	supurluit	supurluind	supurluiam	supurlui
supăra	supăr	superi	supără	supărăm	supărați	supără	supere	supără	supărat	supărând	supăram	supără
supția	-	-	-	-	-	-	-	-	-	-	-	supție
surliga	surlig	surligi	surligă	-	-	surligă	surlige	surligă	-	-	-	-
surprinde	-	-	-	-	-	-	-	-	surprins	surprinzând	-	surprinse
sursura	-	-	sursură	-	-	sursură	sursure	-	-	-	-	-
suruclui	surucluiesc	surucluiești	surucluiește	surucluim	surucluiți	surucluiesc	surucluiască	surucluiește	surucluit	surucluind	surucluiam	suruclui
surveghea	surveghez	surveghezi	surveghează	surveghem	survegheați	surveghează	survegheze	surveghează	survegheat	surveghind	survegheam	surveghe
surzui	surzuiesc	surzuiești	surzuiește	surzuim	surzuiți	surzuiesc	surzuiască	surzuiește	surzuit	surzuind	surzuiam	surzui
surâde	-	-	-	-	-	-	-	-	surâs	surâzând	-	surâse
suspenda	suspend	suspenzi	suspendă	suspendăm	suspendați	suspendă	suspende	suspendă	suspendat	suspendând	suspendam	suspendă
sustrage	-	-	-	-	-	-	-	-	sustras	-	-	sustrase
susține	susțin	susții	susține	susținem	susțineți	susțin	susțină	susține	susținut	susținând	susțineam	susținu
suvoalbe	suvolb	suvolbi	suvoalbe	suvolbăm	suvolbați	suvolb	suvoalbe	-	-	suvolbând	suvolbeam	-
svidui	sviduiesc	sviduiești	sviduiește	sviduim	sviduiți	sviduiesc	sviduiască	sviduiește	sviduit	sviduind	sviduiam	svidui
sâcâi	sâcâi	sâcâi	sâcâie	sâcâim	sâcâiți	sâcâie	sâcâie	sâcâie	sâcâit	sâcâind	sâcâiam	sâcâi
sâi	sâiesc	sâiești	sâiește	sâim	sâiți	sâiesc	sâiască	sâiește	sâit	sâind	sâiam	sâi
sâmbrălui	sâmbrăluiesc	sâmbrăluiești	sâmbrăluiește	sâmbrăluim	sâmbrăluiți	sâmbrăluiesc	sâmbrăluiască	sâmbrăluiește	sâmbrăluit	sâmbrăluind	sâmbrăluiam	sâmbrălui
sâneca	sânec	sâneci	-	sânecăm	sânecați	-	sânece	-	sânecat	sânecând	sânecam	sânecă
sânvăsia	sânvăsiez	sânvăsiezi	sânvăsiază	sânvăsiem	sânvăsiați	sânvăsiază	sânvăsieze	sânvăsiază	sânvăsiat	sânvăsiind	sânvăsiam	sânvăsie
sârgui	sârguiesc	sârguiești	sârguiește	sârguim	sârguiți	sârguiesc	sârguiască	sârguiește	sârguit	sârguind	sârguiam	sârgui
sârmului	sârmuluiesc	sârmuluiești	sârmuluiește	sârmuluim	sârmuluiți	sârmuluiesc	sârmuluiască	sârmuluiește	sârmuluit	sârmuluind	sârmuluiam	sârmului
sâsâi	sâsâi	sâsâi	sâsâie	sâsâim	sâsâiți	sâsâie	sâsâie	sâsâie	sâsâit	sâsâind	sâsâiam	sâsâi
săbia	săbiez	săbiezi	săbiază	săbiem	săbiați	săbiază	săbieze	săbiază	săbiat	săbiind	săbiam	săbie
săbui	săbuiesc	săbuiești	săbuiește	săbuim	săbuiți	săbuiesc	săbuiască	săbuiește	săbuit	săbuind	săbuiam	săbui
săbăi	săbăiesc	săbăiești	săbăiește	săbăim	săbăiți	săbăiesc	săbăiască	săbăiește	săbăit	săbăind	săbăiam	săbăi
săbășui	săbășuiesc	săbășuiești	săbășuiește	săbășuim	săbășuiți	săbășuiesc	săbășuiască	săbășuiește	săbășuit	săbășuind	săbășuiam	săbășui
săi	săiesc	săiești	săiește	săim	săiți	săiesc	săiască	săiește	săit	săind	săiam	săi
sălta	salt	salți	saltă	săltăm	săltați	saltă	salte	saltă	săltat	săltând	săltam	săltă
sălui	săluiesc	săluiești	săluiește	săluim	săluiți	săluiesc	săluiască	săluiește	săluit	săluind	săluiam	sălui
sălădui	sălăduiesc	sălăduiești	sălăduiește	sălăduim	sălăduiți	sălăduiesc	sălăduiască	sălăduiește	sălăduit	sălăduind	sălăduiam	sălădui
sălășlui	sălășluiesc	sălășluiești	sălășluiește	sălășluim	sălășluiți	sălășluiesc	sălășluiască	sălășluiește	sălășluit	sălășluind	sălășluiam	sălășlui
sălășui	sălășuiesc	sălășuiești	sălășuiește	sălășuim	sălășuiți	sălășuiesc	sălășuiască	sălășuiește	sălășuit	sălășuind	sălășuiam	sălășui
sămădui	sămăduiesc	sămăduiești	sămăduiește	sămăduim	sămăduiți	sămăduiesc	sămăduiască	sămăduiește	sămăduit	sămăduind	sămăduiam	sămădui
sămălui	sămăluiesc	sămăluiești	sămăluiește	sămăluim	sămăluiți	sămăluiesc	sămăluiască	sămăluiește	sămăluit	sămăluind	sămăluiam	sămălui
săneca	sănec	săneci	săneacă	sănecăm	sănecați	săneacă	sănece	săneacă	sănecat	sănecând	sănecam	sănecă
sănia	săniez	săniezi	săniază	săniem	săniați	săniază	sănieze	săniază	săniat	săniind	săniam	sănie
săpa	sap	sapi	sapă	săpăm	săpați	sapă	sape	sapă	săpat	săpând	săpam	săpă
sărcui	-	-	sărcuiește	-	-	sărcuiesc	sărcuiască	-	sărcuit	sărcuind	-	sărcui
sări	sar	sari	sare	sărim	săriți	sar	sară	sari	sărit	sărind	săream	sări
sărui	săruiesc	săruiești	săruiește	săruim	săruiți	săruiesc	săruiască	săruiește	săruit	săruind	săruiam	sărui
sărădui	sărăduiesc	sărăduiești	sărăduiește	sărăduim	sărăduiți	sărăduiesc	sărăduiască	sărăduiește	sărăduit	sărăduind	sărăduiam	sărădui
săstui	săstuiesc	săstuiești	săstuiește	săstuim	săstuiți	săstuiesc	săstuiască	săstuiește	săstuit	săstuind	săstuiam	săstui
săsăla	săsal	săsali	săsală	-	-	săsală	săsale	săsală	-	-	-	-
sătura	satur	saturi	satură	săturăm	săturați	satură	sature	satură	săturat	săturând	săturam	sătură
sățui	sățuiesc	sățuiești	sățuiește	sățuim	sățuiți	sățuiesc	sățuiască	sățuiește	sățuit	sățuind	sățuiam	sățui
tahigrafia	tahigrafiez	tahigrafiezi	tahigrafiază	tahigrafiem	tahigrafiați	tahigrafiază	tahigrafieze	tahigrafiază	tahigrafiat	tahigrafiind	tahigrafiam	tahigrafie
tatua	tatuez	tatuezi	tatuează	tatuăm	tatuați	tatuează	tatueze	tatuează	tatuat	tatuând	tatuam	tatuă
taxirui	taxiruiesc	taxiruiești	taxiruiește	taxiruim	taxiruiți	taxiruiesc	taxiruiască	taxiruiește	taxiruit	taxiruind	taxiruiam	taxirui
tecsui	tecsuiesc	tecsuiești	tecsuiește	tecsuim	tecsuiți	tecsuiesc	tecsuiască	tecsuiește	tecsuit	tecsuind	tecsuiam	tecsui
tecui	tecuiesc	tecuiești	tecuiește	tecuim	tecuiți	tecuiesc	tecuiască	tecuiește	tecuit	tecuind	tecuiam	tecui
tecărui	tecăruiesc	tecăruiești	tecăruiește	tecăruim	tecăruiți	tecăruiesc	tecăruiască	tecăruiește	tecăruit	tecăruind	tecăruiam	tecărui
tefui	-	-	tefuie	-	-	tefuie	tefuiască	-	tefuit	tefuind	-	tefui
teglăzui	teglăzuiesc	teglăzuiești	teglăzuiește	teglăzuim	teglăzuiți	teglăzuiesc	teglăzuiască	teglăzuiește	teglăzuit	teglăzuind	teglăzuiam	teglăzui
tehui	tehuiesc	tehuiești	tehuiește	tehuim	tehuiți	tehuiesc	tehuiască	tehuiește	tehuit	tehuind	tehuiam	tehui
telecopia	telecopiez	telecopiezi	telecopiază	telecopiem	telecopiați	telecopiază	telecopieze	telecopiază	telecopiat	telecopiind	telecopiam	telecopie
telefotografia	telefotografiez	telefotografiezi	telefotografiază	telefotografiem	telefotografiați	telefotografiază	telefotografieze	telefotografiază	telefotografiat	telefotografiind	telefotografiam	telefotografie
telegrafia	telegrafiez	telegrafiezi	telegrafiază	telegrafiem	telegrafiați	telegrafiază	telegrafieze	telegrafiază	telegrafiat	telegrafiind	telegrafiam	telegrafie
telegui	teleguiesc	teleguiești	teleguiește	teleguim	teleguiți	teleguiesc	teleguiască	teleguiește	teleguit	teleguind	teleguiam	telegui
teleobserva	teleobserv	teleobservi	teleobservă	teleobservăm	teleobservați	teleobservă	teleobserve	teleobservă	teleobservat	teleobservând	teleobservam	teleobservă
telepădui	telepăduiesc	telepăduiești	telepăduiește	telepăduim	telepăduiți	telepăduiesc	telepăduiască	telepăduiește	telepăduit	telepăduind	telepăduiam	telepădui
teleradiografia	teleradiografiez	teleradiografiezi	teleradiografiază	teleradiografiem	teleradiografiați	teleradiografiază	teleradiografieze	teleradiografiază	teleradiografiat	teleradiografiind	teleradiografiam	teleradiografie
teletransmite	-	-	-	-	-	-	-	-	teletransmis	teletransmițând	-	teletransmise
temeia	temeiez	temeiezi	temeiază	temeiem	temeiați	temeiază	temeieze	temeiază	temeiat	temeind	temeiam	temeie
tencui	tencuiesc	tencuiești	tencuiește	tencuim	tencuiți	tencuiesc	tencuiască	tencuiește	tencuit	tencuind	tencuiam	tencui
terciui	terciuiesc	terciuiești	terciuiește	terciuim	terciuiți	terciuiesc	terciuiască	terciuiește	terciuit	terciuind	terciuiam	terciui
terifia	-	-	-	-	-	-	-	-	-	-	-	terifie
termofica	-	-	-	-	-	termofică	termofice	-	-	-	-	-
tescui	tescuiesc	tescuiești	tescuiește	tescuim	tescuiți	tescuiesc	tescuiască	tescuiește	tescuit	tescuind	tescuiam	tescui
testălui	testăluiesc	testăluiești	testăluiește	testăluim	testăluiți	testăluiesc	testăluiască	testăluiește	testăluit	testăluind	testăluiam	testălui
ticlui	ticluiesc	ticluiești	ticluiește	ticluim	ticluiți	ticluiesc	ticluiască	ticluiește	ticluit	ticluind	ticluiam	ticlui
ticsui	ticsuiesc	ticsuiești	ticsuiește	ticsuim	ticsuiți	ticsuiesc	ticsuiască	ticsuiește	ticsuit	ticsuind	ticsuiam	ticsui
ticui	-	-	ticuie	-	-	ticuie	ticuie	-	ticuit	ticuind	-	ticui
ticăi	-	-	ticăie	ticăim	ticăiți	ticăie	ticăie	-	ticăit	ticăind	ticăiam	ticăi
ticăzui	ticăzuiesc	ticăzuiești	ticăzuiește	ticăzuim	ticăzuiți	ticăzuiesc	ticăzuiască	ticăzuiește	ticăzuit	ticăzuind	ticăzuiam	ticăzui
tihui	tihuiesc	tihuiești	tihuiește	tihuim	tihuiți	tihuiesc	tihuiască	tihuiește	tihuit	tihuind	tihuiam	tihui
tinde	-	-	-	-	-	-	-	-	tins	tinzând	-	tinse
tinge	-	-	-	-	-	-	-	-	tins	-	-	tinse
tiobrăi	tiobrăiesc	tiobrăiești	tiobrăiește	tiobrăim	tiobrăiți	tiobrăiesc	tiobrăiască	tiobrăiește	tiobrăit	tiobrăind	tiobrăiam	tiobrăi
tiohăi	tiohăiesc	tiohăiești	tiohăiește	tiohăim	tiohăiți	tiohăiesc	tiohăiască	tiohăiește	tiohăit	tiohăind	tiohăiam	tiohăi
tipelciui	tipelciuiesc	tipelciuiești	tipelciuiește	tipelciuim	tipelciuiți	tipelciuiesc	tipelciuiască	tipelciuiește	tipelciuit	tipelciuind	tipelciuiam	tipelciui
tipicui	tipicuiesc	tipicuiești	tipicuiește	tipicuim	tipicuiți	tipicuiesc	tipicuiască	tipicuiește	tipicuit	tipicuind	tipicuiam	tipicui
tipui	tipui	tipui	tipuie	tipuim	tipuiți	tipuie	tipuie	tipuie	tipuit	tipuind	tipuiam	tipui
tipăi	tipăiesc	tipăiești	tipăiește	tipăim	tipăiți	tipăiesc	tipăiască	tipăiește	tipăit	tipăind	tipăiam	tipăi
titlui	titluiesc	titluiești	titluiește	titluim	titluiți	titluiesc	titluiască	titluiește	titluit	titluind	titluiam	titlui
tiui	tiuiesc	tiuiești	tiuiește	tiuim	tiuiți	tiuiesc	tiuiască	tiuiește	tiuit	tiuind	tiuiam	tiui
toarce	torc	torci	toarce	toarcem	toarceți	torc	toarcă	toarce	tors	torcând	torceam	toarse
toi	toiesc	toiești	toiește	toim	toiți	toiesc	toiască	toiește	toit	toind	toiam	toi
toldui	tolduiesc	tolduiești	tolduiește	tolduim	tolduiți	tolduiesc	tolduiască	tolduiește	tolduit	tolduind	tolduiam	toldui
tololoi	tololoiesc	tololoiești	tololoiește	tololoim	tololoiți	tololoiesc	tololoiască	tololoiește	tololoit	tololoind	tololoiam	tololoi
tolontăi	tolontăiesc	tolontăiești	tolontăiește	tolontăim	tolontăiți	tolontăiesc	tolontăiască	tolontăiește	tolontăit	tolontăind	tolontăiam	tolontăi
tonca	-	-	toancă	-	-	toancă	toance	-	-	-	-	-
tonifia	tonifiez	tonifiezi	tonifiază	tonifiem	tonifiați	tonifiază	tonifieze	tonifiază	tonifiat	tonifiind	tonifiam	tonifie
torefia	torefiez	torefiezi	torefiază	torefiem	torefiați	torefiază	torefieze	torefiază	torefiat	torefiind	torefiam	torefie
torăi	torăiesc	torăiești	torăiește	torăim	torăiți	torăiesc	torăiască	torăiește	torăit	torăind	torăiam	torăi
tovăra	tovăr	tovări	tovără	-	-	tovără	tovăre	tovără	-	-	-	-
tractirui	tractiruiesc	tractiruiești	tractiruiește	tractiruim	tractiruiți	tractiruiesc	tractiruiască	tractiruiește	tractiruit	tractiruind	tractiruiam	tractirui
traduce	-	-	-	-	-	-	-	-	tradus	-	-	traduse
trage	-	-	-	-	-	-	-	-	tras	trăgând	trăgeam	trase
transcrie	transcriu	transcrii	transcrie	transcriem	transcrieți	transcriu	transcrie	transcrie	transcris	transcriind	transcriam	transcrise
transduce	transduc	transduci	transduce	transducem	transduceți	transduc	transducă	transdu	transdus	transducând	transduceam	transduse
transfera	transfer	transferi	transferă	transferăm	transferați	transferă	transfere	transferă	transferat	transferând	transferam	transferă
transforma	transform	transformi	transformă	transformăm	transformați	transformă	transforme	transformă	transformat	transformând	transformam	transformă
transloca	transloc	transloci	translocă	translocăm	translocați	translocă	transloce	translocă	translocat	translocând	translocam	translocă
transmite	-	-	-	-	-	-	-	-	transmis	transmițând	-	transmise
transporta	transport	transporți	transportă	transportăm	transportați	transportă	transporte	transportă	transportat	transportând	transportam	transportă
transpune	transpun	transpui	transpune	transpunem	transpuneți	transpun	transpuie	transpune	transpus	transpunând	transpuneam	transpuse
transpărea	transpar	transpari	transpare	transpărem	transpăreți	transpar	transpară	-	transpărut	transpărând	transpăream	transpăru
transsubstanția	transsubstanțiez	transsubstanțiezi	transsubstanțiază	transsubstanțiem	transsubstanțiați	transsubstanțiază	transsubstanțieze	transsubstanțiază	transsubstanțiat	transsubstanțiind	transsubstanțiam	transsubstanție
trebui	-	-	trebuie	-	-	trebuie	trebuiască	-	trebuit	trebuind	-	trebui
trebălui	trebăluiesc	trebăluiești	trebăluiește	trebăluim	trebăluiți	trebăluiesc	trebăluiască	trebăluiește	trebăluit	trebăluind	trebăluiam	trebălui
trece	trec	treci	trece	trecem	treceți	trec	treacă	treci	trecut	trecând	treceam	trecu
treiera	treier	treieri	treieră	treierăm	treierați	treieră	treiere	treieră	treierat	treierând	treieram	treieră
tremete	-	-	-	-	-	-	-	-	tremes	tremețând	-	tremese
trențui	trențuiesc	trențuiești	trențuiește	trențuim	trențuiți	trențuiesc	trențuiască	trențuiește	trențuit	trențuind	trențuiam	trențui
trepăda	treapăd	trepezi	treapădă	trepădăm	trepădați	treapădă	trepede	treapădă	trepădat	trepădând	trepădam	trepădă
tresări	tresar	tresari	tresare	tresărim	tresăriți	tresar	tresară	tresari	tresărit	tresărind	tresăream	tresări
